#0:PFC	1:FBS_max	2:Gene1	3:Gene2	4:FBS_PPI	5:FBS_Metabolic	6:FBS_Signaling	7:FBS_Complex	8:LLR_MEX	9:LLR_PIN	10:LLR_SCL	11:LLR_PHP	12:LLR_MIR	13:LLR_TFB	14:LLR_PEX	15:LLR_GIN	16:LLR_DOM	17:LLR_QMS	18:LLR_HSA	19:LLR_MMU	20:LLR_RNO	21:LLR_CFA	22:LLR_GGA	23:LLR_DRE	24:LLR_CIN	25:LLR_DME	26:LLR_CEL	27:LLR_BTA	28:LLR_SCE	29:LLR_ATH	30:LLR_SPO	31:LLR_BSU	32:LLR_ECO	33:LLR_PFA	34:LLR_OSA	35:Max_category
0.976	10.595	RPP0	SPE3	9.797	10.595	-0.229	3.147	5.667	0.353	-0.764	1.180		2.837	0.000			1.322	4.709	3.011	4.720		0.837	-0.543		1.397	0.567	-0.346	4.374	0.945	1.709			0.764	-0.542	Metabolic
1.000	23.157	DBP2	TIF1	9.493	14.988	-0.808	23.157	2.127	15.068	-0.278	2.029	-0.093	1.819	-0.075		0.621	1.939	4.859	1.334	1.611	0.165	0.289	0.000		2.676	-0.306	0.145	16.714	0.779	0.242			1.252	-0.420	Complex
1.000	24.976	RPL4A	SAH1	15.942	20.714	-5.288	24.976	5.914	12.538	0.000	2.850		1.389	-0.075			2.361	4.804	2.921	1.459	0.000	2.069	0.962		0.629	0.642	-0.206	20.715	2.161	-0.016			-0.190		Complex
0.957	9.999	AGX1	HSC82	-2.796	-1.995	-6.792	9.999	-3.067	12.062	-0.278	1.163		1.007	0.000			-0.888	-1.871	-0.686	-0.787	-0.683	0.000	-0.091		-0.912	-0.695	-0.206	13.382	-1.180		0.356			-2.512	Complex
0.999	13.741	HSP60	TEF2	10.301	9.988	1.086	13.741	-0.188	8.500	0.000	2.850	-0.995	1.288	-0.075			2.361	3.337	3.022	1.694		0.187	1.069		-1.412	-0.295		9.261	1.550				0.622		Complex
1.000	17.706	OLA1	LEU1	6.315	9.727	1.284	17.706	2.080	12.489	0.000	0.989		1.220				0.927											15.691	2.477	0.242	0.113	-0.243			Complex
1.000	20.293	TEF2	RPS11A	16.208	19.297	0.995	20.293	5.872	7.409	0.000	2.850	-0.093	1.819	0.075			2.361	4.993	1.836	-0.405	0.182	-0.303	0.791		-0.608	0.718	-0.206	13.024	1.698				1.930	4.588	Complex
0.893	9.031	AGX1	CAA42329	7.163	9.031	-5.409	-1.749	4.920	2.278		1.641	-0.158	-0.474	-0.206			1.031	-2.327	0.008	0.081	-0.870	-0.254	-0.946		2.426	-0.224	-0.346	1.316	6.594		-0.693			-1.242	Metabolic
0.988	11.279	AGX1	SSC1	-1.587	-0.239	-6.553	11.279	-2.646	12.062	0.000	1.163		0.158	0.000			0.541	-1.871	0.334	-0.686		0.000	-0.091		-0.101	-0.552		13.096	0.069		-0.357			-2.547	Complex
1.000	16.965	ILV5	TIF1	4.851	7.748	0.189	16.965	2.048	12.509	0.000	0.989		1.073				0.346											15.756	1.726	0.242	0.113			-0.566	Complex
1.000	20.783	ILV5	SSC1	11.248	13.976	3.467	20.783	3.738	12.487	1.320	0.601		1.710				0.927											17.351	3.949	-0.016	0.758	-0.243		-0.593	Complex
1.000	20.476	SSC1	PAB1	8.925	7.660	-2.861	20.476	1.478	13.441	0.000	2.331	0.089	1.492	0.075			1.569	3.323	1.079	-0.563		-0.303	-0.091		0.070	-0.007		17.244	1.094	0.242			-0.179	-0.233	Complex
0.890	8.996	RVB2	BAA09202	8.637	5.648	-1.343	8.996	1.317	4.077		2.959	-0.093	-0.142	-0.075			0.953	2.958	2.014	-0.461	1.121		0.000		0.158	0.549		5.134	-0.706	-0.201			-0.416	-0.292	Complex
1.000	21.802	DBP2	EFT1	9.370	11.865	-5.148	21.802	2.379	13.797	-0.278	2.850	-0.093	0.852	0.381		-0.305	2.219	4.877	2.042	0.115	0.083	0.179	-0.091		0.047	2.142	0.000	14.252	1.323	0.242			1.863	-0.566	Complex
0.997	12.790	TEF1	FDH1	0.540	2.339	-1.063	12.790	-1.025	12.175	0.000	1.268		-0.556				0.927											12.114	0.160					-0.420	Complex
1.000	19.434	EFT1	RPS11A	16.253	16.658	-1.811	19.434	4.569	7.191	0.680	4.009	-0.093	0.785	0.075			2.218	5.532	1.811	0.144	0.182	0.707	-0.091		-0.666	0.635	0.000	14.140	3.233				1.193	0.071	Complex
1.000	14.765	ILV5	DBP2	2.857	6.762	-1.513	14.765	0.172	12.125	-0.278	1.298		1.448															14.585	0.887	-0.016		-0.243		0.196	Complex
1.000	21.164	DBP2	TEF2	9.894	9.229	0.249	21.164	-0.502	14.490	-0.278	4.009	-0.093	1.464	-0.075		0.210	1.939	3.596	1.788	1.912	-0.209	-0.185	-0.206		0.450	0.406	-0.206	16.468	-0.052				0.555	-0.576	Complex
1.000	14.940	RVB1	HSC82	14.940	11.731	-1.721	13.930	2.401	8.321	-0.668	2.407		0.134	0.454			1.891	5.541	3.875	1.026	-0.066	0.883	-0.212		0.984	-0.368	0.760	8.938	1.475	-0.343			0.908	0.719	PPI
1.000	24.992	SUB2	TIF2	17.213	16.307	-1.460	24.992	4.820	13.797	0.680	2.331	-0.093	1.073	-0.075		0.621	1.838	4.192	1.722	1.383	-0.189		0.187		0.142	1.306	0.000	21.289	0.716	-0.201			0.676	1.306	Complex
1.000	24.184	SUB2	RPL7A	15.101	13.667	-5.752	24.184	5.039	13.796	0.680	2.331	-0.093	0.528	-0.075		0.210	1.768	3.565	2.350	0.693	0.241		0.187		0.856	1.246	0.474	20.007	1.222	0.242			0.621	2.654	Complex
1.000	18.812	HSC82	TIF2	18.812	17.787	-0.576	17.663	3.313	8.871	0.602	2.407		1.653	-0.109		0.359	1.717	6.256	3.170	2.705	0.429	-0.198	-0.605		0.205	0.176	0.760	10.563	3.416	-0.343	-0.473		2.183	1.270	PPI
1.000	22.326	EFT1	TEF4	22.120	22.326	1.070	18.413	9.774	3.658	1.753	2.401	-0.251	1.296	0.445		0.000	3.250	11.458	3.834	-1.580	2.272				2.803	5.776	0.206	13.557	6.445	0.599			2.254	-0.115	Metabolic
1.000	24.252	RVB1	RVB2	24.252	22.087	7.359	22.300	5.001	10.356	4.326	2.407		0.663	-0.109			1.609	6.499	3.569				1.531		5.945	3.799		14.716	4.752	4.209					PPI
1.000	20.586	DBP2	TEF4	9.233	7.902	-5.516	20.586	2.484	13.797	0.000	1.163	0.089	1.495	-0.075		-0.305	1.939	4.305	2.046	1.173	-0.080				0.342	0.628	0.145	15.278	0.685	0.084			1.697	-0.420	Complex
1.000	16.981	ILV5	SUB2	5.047	5.981	0.027	16.981	2.524	12.170	0.000	0.989		0.952				0.346											16.175	1.501	0.242				0.256	Complex
1.000	23.024	RPS11B	GUA1	12.589	14.515	-7.044	23.024	6.426	12.015	-0.278	2.029	-0.093	1.710	-0.075			1.290	1.289	0.406	0.005	-0.199	0.342	-0.091		-0.481	0.058	0.474	19.547	3.482				1.016	5.141	Complex
1.000	18.733	RVB1	CAA42329	6.590	7.601	-5.865	18.733	1.563	12.538		2.850	0.089		-0.075			1.768	0.690	0.882	0.394	0.290	0.102	0.187		-0.220	1.378	0.145	15.041	-0.840	-0.201			0.956	-0.200	Complex
0.999	13.847	RPS11B	PRP40	2.789	3.748	-5.213	13.847	0.485	12.018	0.000	1.163	0.089	-0.621	0.075			0.637	0.105	0.484	-0.464	0.182	0.217	0.000		0.249	0.848	-0.206	12.400	-0.299				0.118		Complex
1.000	21.554	RVB1	ATP1	10.667	11.614	-6.651	21.554	3.254	13.809	0.293	2.029	-0.093	0.324	0.000			1.939	4.309	2.836	2.572	1.161	0.000	0.000		0.062	-0.039	-0.206	15.625	-0.137	-0.201			-0.416		Complex
1.000	33.982	RPS11B	RPP0	30.225	33.982	6.961	24.353	11.612	5.395	3.320	3.899		6.267	0.000			3.488	11.774	5.936	9.985	1.326	0.342	3.127		2.397	7.595	0.663	23.294	5.444				-0.543	8.361	Metabolic
1.000	20.519	DBP2	RPS11A	9.159	9.308	-4.085	20.519	1.957	13.470	-0.278	2.331	-0.093	1.269	-0.075			1.939	4.575	1.599	1.282	0.403	-0.105	0.000		-0.712	0.555	0.145	15.648	0.481				1.185	-0.619	Complex
1.000	19.053	DBP2	SAH1	6.638	6.564	-4.712	19.053	0.131	13.797	-0.278	2.850		0.690	-0.075			1.939	4.011	0.828	0.075	-0.060	-0.185	0.000		-0.278	0.017	0.000	15.156	-0.649	0.523			-0.583		Complex
1.000	21.295	RVB1	DBP2	9.209	9.239	-4.907	21.295	1.791	13.797	-0.278	2.331	-0.093	0.221	0.075	1.303	0.210	1.939	3.844	1.143	0.670	-0.127	-0.185	-0.091		-0.371	-0.071	0.000	15.551	1.665	0.242			1.852	-0.559	Complex
0.992	11.770	AGX1	TUB2	2.077	1.403	-6.308	11.770	-2.136	12.062	-0.672	1.163		0.886	-0.075			0.541	-1.896	-0.262	-1.225	-0.662	-0.105	-0.091		-0.454	-0.288	-0.206	13.980	1.256					-2.547	Complex
0.999	14.489	AGX1	HSP60	-1.199	2.182	-5.425	14.489	0.321	12.062	-0.278	1.163		0.755	-0.075			0.541	-1.334	-0.722	-0.590		-0.105	-0.091		0.445	-0.544		13.814	0.087		0.000				Complex
0.998	13.195	HSP60	TEF1	9.829	9.940	0.849	13.195	-0.136	8.500	0.000	2.850	-0.995	0.690	-0.075			2.361	3.337	3.022	1.694		0.187	1.069		-1.412	-0.295		9.162	1.550				0.622		Complex
1.000	22.259	RVB2	RPS11B	11.325	11.358	-0.896	22.259	5.076	13.474	-0.278	2.331	-0.093	0.221	-0.075			1.604	4.028	1.538	2.115	0.403		-0.091		-0.534	-0.311		16.592	-0.230				1.852	4.573	Complex
1.000	24.981	OLA1	HSP60	15.507	18.188	-0.298	24.981	4.718	12.421	-0.278	4.009	0.089	1.448	0.075			2.499	3.949	3.553	2.364		0.667	0.000		-0.051	2.313		17.612	4.194	0.242	-0.606	0.618	0.890		Complex
1.000	25.561	SUB2	RPL4A	16.517	14.607	-6.689	25.561	5.391	13.796	0.680	2.331	-0.093	1.448	-0.075		0.210	1.872	4.186	1.923	3.128	0.000		0.080		0.573	1.587	0.474	20.809	2.653	-0.016			1.870	2.693	Complex
1.000	25.213	TEF1	SAH1	15.354	16.745	-1.265	25.213	4.287	13.797	0.000	4.009		0.833	-0.075			2.361	3.999	1.942	0.165	0.527	1.045	0.791		0.253	0.453	0.000	20.031	0.569				-0.278		Complex
0.999	13.502	SSC1	PRP40	1.157	3.281	-2.438	13.502	0.525	12.015	-0.278	1.134	0.089	-0.544	-0.075			0.637	-0.132	-0.088	-0.722		0.685	0.080		-0.153	-0.518		12.656	0.476	-0.201			0.209		Complex
1.000	15.569	SSC1	RPP0	13.706	14.872	-3.814	15.569	2.848	6.201	0.000	2.029		1.925	-0.075			2.641	2.810	1.839	-0.687		-0.177	0.791		-0.124	0.890		8.289	2.380	2.262			1.984	-0.200	Complex
1.000	16.297	HSC82	EHD3	2.162	1.811	-4.616	16.297	0.816	12.053	-0.278	1.163	0.089	0.440	0.075			1.939	1.985	0.834	-0.557	-0.209	-0.303			-0.426	0.355		14.163	-0.570	-0.201			-0.129	-0.270	Complex
1.000	14.691	RVB1	SSC1	8.997	10.790	-1.965	14.691	2.265	7.933	0.680	2.029	0.089	-0.169	-0.075			1.939	4.094	3.122	0.021		1.338	-0.091		-0.197	0.786		8.979	1.119	-0.201			0.956	0.148	Complex
1.000	25.367	PAB1	RPL7A	16.199	17.475	-0.257	25.367	5.111	14.367	0.680	2.959	0.089	0.324	0.075		0.210	1.551	5.545	3.080	-0.299	0.187	-0.303	-0.091		0.070	0.538	0.145	20.142	1.743	0.242			-0.158	0.660	Complex
1.000	24.358	SUB2	EFT2	15.129	14.927	-6.201	24.358	5.010	13.797	0.680	2.331	-0.093	1.073	0.075		-0.305	1.790	4.651	1.966	-0.063	-0.271		-0.720		0.062	3.032	0.000	19.621	1.642	-0.016			1.984	0.185	Complex
0.983	10.961	HSC82	PIS1	10.961	4.738	0.404	10.523	2.086	5.772	-0.273	2.407		1.494	-0.109			-0.414	2.173	-0.982	1.648	-0.373		-0.605		0.424	0.180		6.848	1.181	-0.264			-0.706	-1.014	PPI
1.000	22.879	RPS11B	PAB1	12.302	13.653	-2.020	22.879	4.128	13.470	0.680	2.331	-0.093	0.855	0.075		0.210	1.222	3.724	1.005	0.972	0.182	-0.303	-0.091		-0.112	0.824	0.000	20.119	0.827				-0.393	0.660	Complex
1.000	18.018	ILV5	TIF2	6.267	7.634	-0.630	18.018	3.100	12.509	0.000	0.989		1.073				0.346											17.093	1.726	0.242	0.113			-0.566	Complex
1.000	15.335	EHD3	PAB1	6.090	4.604	-4.641	15.335	1.648	12.053	-0.278	1.364	-0.093	-0.556	0.075			1.122	0.751	0.389	-0.758	0.236	-0.185			-0.112	0.339		14.145	-0.569	-0.201			-0.305	-0.270	Complex
1.000	15.467	RPS11B	PGK1	8.670	10.972	-2.411	15.467	2.697	5.735	-0.278	2.850	-0.093	1.710	-0.075			2.921	0.763	0.429	0.161	-0.224	0.119	1.943		-0.468	1.131	0.000	11.174	1.575				1.860	0.766	Complex
1.000	19.292	PAB1	TUB2	8.127	6.076	-0.242	19.292	1.121	13.786	-0.278	2.959	-0.093	0.650	-0.075			1.222	2.893	0.753	-0.809	-0.271	-0.303	-0.091		-0.112	-0.014	-0.059	17.022	-0.109	-0.016			-0.464	0.095	Complex
1.000	24.572	ATP1	KRS1	13.376	15.298	-2.700	24.572	5.085	13.848	-0.278	2.850	0.089	0.683	0.075			2.219	6.377	3.150	2.730	0.160	0.295			0.736	1.260	-0.206	17.867	-0.735	0.242	0.825	0.618	-0.416		Complex
1.000	25.373	HSP60	PGI1	13.359	13.240	-2.788	25.373	3.572	14.286	-0.278	2.850	0.089	1.589	0.075			3.190	2.478	2.509	0.956		-0.249	1.943		0.342	0.035		16.465	0.226	1.831	0.039	2.806	2.371		Complex
1.000	23.467	RVB1	SUB2	12.218	11.489	0.453	23.467	5.225	13.797	0.680	2.331	0.089	-0.457	-0.075		0.210	1.667	4.187	3.115	1.732	0.690		0.187		3.333	1.105	0.283	18.492	1.924	-0.016			1.016	1.554	Complex
0.993	11.858	HSC82	SAM1	11.858	7.034	-1.006	10.210	-0.281	4.888	-0.668	3.906		2.350	-0.109			1.772	2.018	0.214	-0.519	-0.823	-0.318	-0.503		0.950	-0.858	0.000	9.195	0.194	-0.343	-0.473	-0.491	-0.201	-0.704	PPI
1.000	20.064	ATP1	POL30	12.148	13.337	-4.926	20.064	3.530	13.809	0.000	1.163	-0.093	-0.038	-0.075			1.768	3.858	2.245	1.454	1.141	1.826	0.000		-0.537	2.847	0.000	14.510	-0.889	-0.201			1.317		Complex
1.000	21.052	OLA1	PRP43	9.285	10.679	-2.714	21.052	3.032	13.723	-0.278	2.331	-0.093	0.779	-0.075		-0.305	1.939	4.140	2.982	1.355	1.125	-0.303	0.000		1.419	0.579		17.203	1.968	-0.201		0.208	1.317		Complex
1.000	19.693	BAA09202	TIF1	8.224	4.075	-2.137	19.693	0.674	14.447		2.331	-0.093	0.469	-0.075			1.939	4.011	2.046	-0.532	0.251	-0.109	0.080		-0.318	0.586	0.000	14.522	1.468	-0.201			-0.305	-0.399	Complex
0.919	9.336	RPL4A	SPE3	9.194	9.336	-0.856	4.699	5.986	0.353	-0.764	1.180	-0.108	1.573	-0.206			1.322	3.256	4.643	4.103		-0.257	-0.641		-0.285	1.008	0.206	4.622	1.090	0.670			1.218	-0.622	Metabolic
1.000	20.942	PRO2	HSP60	9.921	11.116	-3.432	20.942	3.754	13.248	-0.278	2.331	-0.093	0.683	0.075			1.222	5.445	1.130	1.571		0.942			0.672	1.246		15.444	-0.003	-0.201	0.356	0.208			Complex
1.000	23.325	ATP1	PGI1	15.984	16.945	-1.566	23.325	5.171	12.806	0.000	2.331	-0.093	0.683	-0.075			2.501	4.118	2.137	4.071	0.604	1.826	1.069		1.491	0.562	-0.206	16.509	-0.783	0.242	0.825	-0.243	-0.439		Complex
1.000	26.765	HSP60	KRS1	16.831	15.960	-4.867	26.765	5.882	13.601	-0.278	4.009	-0.093	1.220	-0.075			2.499	4.163	5.374	1.988		0.285			-0.326	0.183		17.666	5.095	0.523	-0.606	2.147	0.555		Complex
1.000	26.141	PGK1	HSP60	15.651	16.996	1.416	26.141	3.428	15.346	-0.278	2.850	0.089	1.710	0.075			2.921	3.112	1.277	1.038		0.187	1.836		3.845	2.728		17.416	1.146	-0.201	0.356	0.858	1.151		Complex
1.000	14.858	HSP60	POL30	12.553	14.858	1.411	7.833	7.740	2.652	-0.764	1.641	-0.083	1.195	0.169			2.308	4.039	4.683	4.397		0.730	1.132		1.183	4.239		-0.161	4.759	-0.344			0.880		Metabolic
1.000	17.241	PGK1	OLA1	9.627	12.297	0.368	17.241	2.349	7.187	-0.278	4.009	-0.093	1.940	-0.075			2.202	2.349	1.302	1.500	0.338	-0.105	0.080		0.093	1.037		13.391	0.091	-0.201	0.356	-0.243	1.284		Complex
1.000	17.625	PRO2	OLA1	5.334	4.359	-5.171	17.625	1.807	12.000	-0.278	2.029	-0.093	0.683	-0.075			1.551	1.451	1.355	1.533	0.209	-0.185			-1.034	0.032		16.065	1.149	0.523	0.000	0.208			Complex
1.000	31.518	RPS11B	RPL20A	27.571	31.518	10.558	21.708	11.604	4.377	3.320	2.401		6.004	0.774			3.040	11.122	6.169	10.220	2.143	1.184	1.835		5.890	5.088	1.502	22.214	6.769				4.859	8.361	Metabolic
1.000	19.948	SUB2	BAA09202	9.099	7.909	0.582	19.948	2.038	13.797		2.331	0.089		-0.075			1.768	3.939	1.004	-0.038	-0.167		0.080		1.692	0.265	0.145	14.522	-0.273	0.242			-0.305	0.334	Complex
1.000	22.452	SSC1	RPL20A	10.886	15.045	0.017	22.452	4.490	12.015	0.000	2.029		1.644	-0.075			2.349	1.665	-0.528	-0.672		0.342	0.791		-0.517	1.007		17.998	4.016				1.193	-0.200	Complex
0.822	8.435	PRP28	PRP22	6.072	8.435	4.464	-0.268	4.808	-0.442	2.105	1.180		-0.750	-0.206	1.114	1.395	-0.769	0.044	-0.419	1.781	1.761		0.167		0.500	3.852	-0.346	5.277	2.435	0.248			-0.406		Metabolic
1.000	25.668	RPL4A	TIF1	16.819	17.819	-6.076	25.668	4.604	13.480	0.680	2.331	0.089	2.155	0.075		0.210	2.043	5.080	3.101	1.717	0.000	1.727	0.080		0.923	0.347	0.474	21.023	2.256	0.242			1.203	1.873	Complex
1.000	19.206	DBP2	SAM1	8.827	10.200	-1.904	19.206	1.318	12.000	-0.278	2.850	-0.093	1.545	-0.075			1.939	1.782	0.399	0.104	0.138	-0.303	-0.091		-0.524	-0.558	0.000	17.392	-0.359	0.523		-0.839	-0.305	-0.566	Complex
1.000	17.602	PRO2	TUB2	5.084	3.844	-2.636	17.602	1.688	13.469	-0.278	1.163	0.089	0.324	-0.075			1.222	3.185	0.870	0.231	0.184	-0.114			-0.419	-0.242	0.000	14.807	0.026	-0.201				-0.576	Complex
1.000	25.561	PAB1	RPL4A	15.112	16.461	0.393	25.561	5.363	14.588	0.680	2.331	-0.093	0.855	0.075		0.210	1.551	6.134	2.769	1.404	0.000	-0.041	-0.091		-0.112	0.894	0.000	20.123	1.743	0.958			0.260	1.306	Complex
0.996	12.475	SNU23	KRS1	4.832	7.863	-1.093	12.475	3.691	7.625	-0.278	1.134	-0.093	-0.038	0.075			0.359	-0.024	-0.268	1.697	-0.259	0.120			0.402			8.366	2.056	-0.201			0.555	0.520	Complex
1.000	25.187	SSC1	PGK1	13.453	14.971	0.544	25.187	2.693	15.286	0.000	2.850	0.089	1.940	-0.075			2.404	2.863	2.403	0.013		0.557	0.882		0.275	0.696		17.750	0.394	2.262	0.356	0.968	1.929	1.334	Complex
1.000	23.535	TIF2	PRP43	14.792	13.223	-4.191	23.535	4.670	13.588	0.000	2.029	-0.093	0.855	-0.075		0.621	1.939	4.401	2.504	1.827	1.125	1.894	0.187		0.424	1.120	0.757	18.963	1.135	0.242			1.863	0.556	Complex
1.000	24.708	SUB2	RPS11B	15.722	15.061	-6.839	24.708	5.233	13.470	0.680	2.331	-0.093	1.073	0.075			1.939	4.481	2.332	2.337	0.124		0.080		0.005	1.311	0.757	20.217	1.644				0.368	2.693	Complex
1.000	21.502	PGK1	TUB2	10.110	9.802	-1.127	21.502	0.709	14.090	-0.672	2.850	0.089	1.589	-0.075			2.921	3.099	1.525	-0.874	0.213	0.000	1.943		-0.041	0.554	0.283	16.837	1.678	-0.201			-0.305	-0.209	Complex
1.000	15.056	SNU23	PGI1	5.197	6.408	-4.355	15.056	1.808	12.058	-0.278	1.134	0.089	-0.038	-0.075			0.359	1.240	-1.315	2.010	-0.199	0.628	-0.206		-0.503			12.018	-0.818	-0.201			1.193	-0.433	Complex
1.000	15.156	PRP28	HSP60	4.720	3.408	-2.919	15.156	0.538	12.056	-0.278	2.029	-0.093	0.094	-0.075	0.658		0.227	1.433	-1.171	1.101			0.080		-0.847	0.284		13.183	0.128	-0.185			-0.583		Complex
1.000	22.298	HSC82	RPL4A	11.950	12.464	-3.837	22.298	2.261	14.367	-0.278	2.331	0.089	1.663	-0.075			1.939	4.896	4.332	1.679	-0.127	0.343	0.080		0.755	0.912	0.474	16.627	0.756	-0.201			0.498	1.713	Complex
1.000	16.154	BAA09202	SPE3	7.579	6.893	-1.913	16.154	1.412	12.056		1.163	-0.093	0.469	-0.075			1.222	1.764	0.900	-0.035		-0.249	-0.091		0.163	-0.382	0.000	13.354	0.402	0.000			0.887	-0.491	Complex
1.000	18.317	RPL7A	CAR2	4.819	3.039	-7.246	18.317	1.844	12.540	-0.278	1.163	-0.093	1.448	-0.075			1.768	1.234	1.306	1.731	-0.199	0.173	0.080		0.197	-0.146	0.283	13.869	-0.673	0.242			0.368	-0.582	Complex
1.000	22.713	ATP1	TEF1	14.885	13.803	-4.160	22.713	2.574	15.045	0.293	2.331	-0.093	-0.173	-0.075			2.811	2.889	2.962	-0.402	0.063	0.107	1.943		0.354	0.769	0.283	16.667	2.516				-0.284		Complex
1.000	16.331	PAB1	PRP22	5.153	4.628	2.159	16.331	1.617	13.508	0.000	2.331		-0.556	-0.075		0.210	-0.704	1.068	-0.023	0.587	0.243	-0.041	0.000		-0.019	-0.031	-0.206	15.574	-0.529	-0.201			-0.158		Complex
1.000	24.820	OLA1	EFT2	13.666	14.944	-3.737	24.820	3.808	13.796	0.000	2.850	-0.093	1.073	0.887			2.499	5.143	2.061	-0.942	-0.060	0.102	-0.091		0.602	0.801		18.906	3.360	0.242			1.870		Complex
0.993	11.882	BAA09202	FDH1	0.875	1.536	-1.961	11.882	-0.915	12.175		0.275						0.346											12.465	-0.409					-0.619	Complex
0.995	12.300	PRP40	PGI1	1.664	0.131	-3.855	12.300	-0.612	12.015	-0.278	1.163	-0.093	-0.457	-0.075			0.637	-0.156	-0.321	0.157	0.083	-0.254	0.000		-0.906	-0.433	0.283	11.666	-0.836	-0.201			-0.274		Complex
1.000	15.236	OLA1	TEF4	15.236	13.594	-1.581	14.101	4.523	7.257	-0.668	0.974		0.863	0.000		0.000	2.288	2.229	2.300	-0.242	0.412				1.872	1.020		12.049	3.318	0.141			1.876		PPI
1.000	14.722	ILV5	BAA09202	3.078	5.581	0.052	14.722	0.356	12.170		1.268						0.927											13.459	1.682	-0.016				-0.619	Complex
0.997	12.867	URK1	TUB2	1.788	0.317	-0.222	12.867	0.783	12.055	-0.672	0.556	-0.093	0.162	0.075				0.064	-0.439	-0.787	-0.209	-0.303	-0.091		-0.189	-0.411	0.145	12.614	0.221	-0.185				-0.559	Complex
0.999	13.632	SNU23	TEF1	2.078	4.050	-1.996	13.632	0.799	12.063	0.000	1.134	-0.093	-0.556	-0.075			0.359	0.031	-0.883	-0.771	-0.162	-0.109	0.000		-0.715			12.181	0.136				1.195	-0.476	Complex
1.000	22.445	HSC82	BAA09202	12.753	11.073	2.043	22.445	0.354	15.560		4.009	-0.093	0.469	-0.075			2.220	5.293	3.133	1.592	0.124	-0.185	0.791		-0.428	-0.014	0.086	16.200	0.677	0.523			-0.129	-0.292	Complex
1.000	23.898	SSC1	RPL4A	13.314	15.203	-2.975	23.898	2.892	14.772	0.000	2.029	-0.093	1.875	-0.075			2.499	4.047	1.775	-0.003		-0.059	0.000		-0.383	0.242		17.432	3.062	2.705			1.317	0.750	Complex
1.000	22.955	RVB1	SAH1	11.001	10.597	-7.070	22.955	4.743	13.797	0.000	2.331		0.221	-0.075			1.939	4.768	3.603	2.100	-0.374	0.000	0.080		0.857	1.593	-0.206	18.454	-0.743	-0.201			-0.517		Complex
1.000	24.734	RPL20A	HSP60	12.625	13.707	-1.351	24.734	5.036	13.590	0.000	2.029		1.288	-0.075			2.867	4.107	1.301	2.253		-0.185	1.943		-0.850	0.775		14.817	5.269				1.185		Complex
1.000	21.287	ILV5	RPS11B	7.824	10.830	-0.751	21.287	5.485	12.175	0.000	0.989		1.710				0.927											18.559	4.915					0.919	Complex
1.000	23.345	SUB2	PAB1	14.269	13.139	-1.084	23.345	4.029	13.797	0.680	2.331	0.089	0.855	-0.075		0.621	1.017	3.587	1.780	1.127	-0.097		-0.091		0.070	0.458	0.000	20.416	-0.248	0.242			-0.158	0.660	Complex
1.000	16.822	PRP28	PRP40	7.065	10.313	3.059	16.822	3.591	12.063	0.680	0.556	-0.093	-0.621	0.075		0.210	0.359	-0.064	-0.268	0.149	0.438		0.080		0.979	1.872	-0.206	13.278	2.452	0.974			-0.158		Complex
1.000	30.445	RPL7A	EFT2	24.118	27.661	-0.790	30.445	5.541	14.588	0.680	4.009	0.089	2.448	0.887			2.202	6.486	3.928	0.051	-0.162	0.447	0.000		0.355	1.124	0.283	23.004	4.499	0.242			1.252	0.071	Complex
1.000	21.408	OLA1	RPS11A	9.363	11.962	-3.858	21.408	5.269	12.015	-0.278	2.029	-0.093	0.324	-0.075			2.218	1.270	1.694	2.635	-0.282	-0.185	0.187		-0.230	0.728		17.908	3.750				1.185		Complex
0.996	12.535	PRP40	TEF1	0.620	2.310	-2.102	12.535	-0.722	12.018	0.000	1.163	-0.093	-0.544	0.075			0.637	-0.361	-0.003	-0.661	0.391	-0.109	-0.091		-0.589	0.229	0.000	12.552	-0.630				-0.383		Complex
1.000	21.391	SUB2	PGK1	9.113	10.422	-4.381	21.391	2.064	13.797	-0.278	2.850	0.089	1.073	-0.075			1.872	3.588	1.146	-0.654	-0.377		0.187		-0.220	1.901	0.000	15.861	-0.352	-0.201			1.203	-0.233	Complex
1.000	33.934	RPS11B	RPL4A	29.809	33.934	10.295	22.806	11.878	4.895	3.320	3.899	0.175	5.719	0.445	0.847		2.756	10.577	5.936	10.019	0.257	1.045	1.031		2.891	8.465	1.502	23.958	8.985				1.240	8.361	Metabolic
1.000	22.625	RPL20A	OLA1	11.388	13.572	-1.957	22.625	4.494	12.540	0.000	2.331		1.073	0.075			2.111	2.356	1.094	2.748	0.620	0.173	-0.091		0.672	0.711		18.256	4.407				1.557		Complex
1.000	16.704	HSC82	PRO2	4.375	1.974	-3.907	16.704	0.700	12.000	-0.278	2.029	0.089	1.073	0.075			1.017	1.825	1.074	0.422	-0.385	-0.059			-1.007	-0.813	0.283	15.543	-0.989	-0.016	0.356	0.618		-0.566	Complex
1.000	20.551	PAB1	OLA1	7.852	9.885	-2.184	20.551	3.757	12.538	-0.278	2.331	-0.093	0.650	0.381		-0.305	1.569	3.478	1.227	-0.231	0.303	-0.303	-0.091		-0.112	0.056		16.363	1.260	0.958			0.228		Complex
