#0:PFC	1:FBS_max	2:Gene1	3:Gene2	4:FBS_PPI	5:FBS_Metabolic	6:FBS_Signaling	7:FBS_Complex	8:LLR_MEX	9:LLR_PIN	10:LLR_SCL	11:LLR_PHP	12:LLR_MIR	13:LLR_TFB	14:LLR_PEX	15:LLR_GIN	16:LLR_DOM	17:LLR_QMS	18:LLR_HSA	19:LLR_MMU	20:LLR_RNO	21:LLR_CFA	22:LLR_GGA	23:LLR_DRE	24:LLR_CIN	25:LLR_DME	26:LLR_CEL	27:LLR_BTA	28:LLR_SCE	29:LLR_ATH	30:LLR_SPO	31:LLR_BSU	32:LLR_ECO	33:LLR_PFA	34:LLR_OSA	35:Max_category
1.000	22.083	ATP1	EFT2	11.032	12.635	-1.717	22.083	1.575	14.017	0.000	2.029	-0.093	1.448	0.887			2.219	5.369	3.098	-0.339	-0.060	0.107	-0.091		0.934	1.209	-0.206	16.261	-0.592	-0.016			-0.439		Complex
1.000	17.304	ATP1	CDC48	14.538	17.304	0.262	17.090	6.451	3.522	2.105	1.641	-0.108	0.957	-0.206			2.942	4.864	1.496	4.589	1.902		2.850		0.404	1.052	-0.346	10.548	0.115	0.177			-0.490		Metabolic
1.000	20.010	TIF2	TEF4	13.142	15.823	-2.472	20.010	5.443	9.585	0.680	1.163	-0.093	1.288	-0.075		-0.305	2.324	4.954	3.532	0.525	-0.199				0.485	1.075	0.145	14.760	0.799	-0.016			0.562	2.917	Complex
1.000	21.620	BAA21512	EFT1	10.010	10.264	-2.889	21.620	1.447	14.452		4.009	-0.093	-0.142	0.075			1.872	3.235	1.277	-0.678	0.083	-0.203	-0.091		0.483	0.806	0.000	16.200	1.572	-0.201			0.992	-0.399	Complex
1.000	15.408	KAR2	ENO1	15.408	13.874	2.588	13.246	2.826	7.710	-0.668	1.503		2.143	-0.109			2.003	4.453	3.616	-1.266	-0.735	-0.266			-0.021	1.544		9.139	-0.415	3.053			1.010		PPI
1.000	15.256	KAP123	EFT1	11.433	11.999	-0.903	15.256	4.781	8.437	0.000	1.163		0.440	0.075			0.359	4.080	-0.169	1.539	0.337		-0.091				0.474	11.833	-0.040	2.917					Complex
1.000	16.236	ACT1	KAP123	3.329	3.275	-0.152	16.236	0.952	13.157	0.293	1.163		0.635	-0.075			0.112	2.242	-0.383	-0.082	-0.268		-0.091				-0.206	15.069	-0.736	-0.201					Complex
1.000	20.885	KAR2	OLA1	8.211	10.136	1.174	20.885	2.196	13.153	-0.278	2.029	0.089	1.448	-0.075			2.324	3.184	1.674	1.352	0.213	0.134			0.469	0.724		16.659	0.701	0.242			0.102		Complex
1.000	19.897	VMA2	SAH1	9.392	9.662	-4.705	19.897	3.603	12.538	-0.278	2.850		0.221	-0.075			1.038	-0.154	1.022	-0.933	0.096		-0.629		2.023	0.579	-0.206	17.614	0.553	-0.201			-0.278		Complex
1.000	25.093	SSC1	RPS3	13.226	15.202	-3.403	25.093	2.567	15.629	0.000	2.850	0.089	1.383	0.075			2.499	4.053	2.523	-0.677		0.289			-0.202	0.405		16.904	2.925	2.447	0.825	2.354	1.193	0.238	Complex
1.000	20.893	BAA09202	EFT2	9.373	10.459	-1.749	20.893	-0.544	14.452		4.009	-0.093	0.469	0.381			2.218	4.710	1.866	-0.943	-0.282	-0.185	-0.091		0.101	-0.161	0.000	16.200	1.981	-0.201			-0.129	-0.508	Complex
1.000	19.674	SSC1	KAP123	10.208	9.734	2.790	19.674	1.535	14.759	0.680	1.134		1.169	-0.075			0.473	3.077	0.186	-0.038			0.000					16.166	0.620	2.193					Complex
1.000	23.432	OLA1	SAH1	11.453	14.823	-0.820	23.432	4.841	12.538	0.000	2.850		0.779	-0.075			2.499	4.066	3.447	1.430	-0.322	-0.041	-0.091		1.418	0.637		19.193	1.052	-0.201			-0.271		Complex
1.000	17.968	GLN1	EFT2	4.317	7.248	-4.102	17.968	0.972	12.995	0.000	1.163	-0.093	1.448	-0.075			1.557	-0.533	1.541	-0.943	0.160	-0.185	-0.091		0.335	0.001	-0.206	14.428	0.635	0.958				-0.619	Complex
1.000	20.565	ACT1	SAH1	9.397	10.697	-1.351	20.565	1.876	13.797	-0.278	2.331		0.690	-0.075			2.225	3.580	1.454	-0.645	-0.374	0.217	0.791		0.507	0.890	-0.206	16.190	0.144	-0.201			-0.280		Complex
1.000	22.633	EFT2	ATP2	10.817	12.623	-4.529	22.633	3.526	14.017	-0.278	2.029	-0.093	1.288	-0.075			2.219	5.029	3.043	-0.605	-0.051	0.944			0.465	2.942	0.145	15.578	1.430	-0.016			-0.190	0.095	Complex
1.000	16.556	VMA2	KAP123	3.792	4.529	-2.839	16.556	1.357	13.157	0.680	1.163		0.221	-0.075		-0.305	0.359	1.175	-1.114	0.061	-0.657		-0.091				0.000	15.856	-0.533	-0.201					Complex
1.000	16.365	SNU23	RPS3	7.390	7.895	-2.702	16.365	2.960	12.058	0.000	0.788	0.089	-0.269	0.381			0.359	0.284	0.444	1.892	0.486	0.217			0.795			12.136	0.361	-0.201			1.984	1.220	Complex
1.000	23.584	SSC1	SAH1	13.272	14.371	0.444	23.584	3.379	13.469	0.000	2.850		1.169	0.075			2.641	5.628	2.398	-0.691		0.285	0.882		1.510	1.781		18.038	1.735	-0.201			-0.221		Complex
1.000	23.546	EFT2	TUB1	12.226	14.032	-2.544	23.546	1.217	14.452	0.000	4.009	0.089	0.690	0.887			2.202	4.162	1.151	0.017	-0.139	-0.303	-0.091		-0.100	0.039	0.145	17.614	2.572	0.242			-0.129	-0.508	Complex
1.000	20.369	ATP1	SPE3	12.085	11.816	-6.356	20.369	3.869	13.273	-0.278	1.163	-0.093	0.420	0.075			1.939	4.549	1.915	2.093		1.826	-0.091		-0.559	-0.113	0.000	15.919	-0.736	0.000	0.356	0.618	-0.298		Complex
0.997	12.568	OLA1	KAP123	6.638	8.505	-0.135	12.568	3.087	6.877	0.000	1.134		1.073	-0.075			0.473	1.208	0.097	0.827	1.072		-0.091					10.714	0.874	-0.201					Complex
1.000	14.663	ATP1	ARO8	4.209	4.823	-1.525	14.663	2.653	11.939	-0.278	0.601		0.528	-0.075			-0.704	-1.333	0.048	2.674	-0.589	0.196					0.000	13.288		-0.201	-0.606	-0.243			Complex
1.000	20.365	BMH2	SAH1	9.144	10.375	-4.078	20.365	2.495	13.797	-0.278	2.331		-0.621	0.000			2.641	4.389	2.383	1.581	-0.266	-0.185	0.676		0.710	1.273	-0.206	14.344	0.324	-0.201			0.621		Complex
1.000	19.832	OLA1	ACT1	6.159	6.513	-1.920	19.832	1.144	13.480	-0.278	2.850	-0.093	1.220	-0.075	-0.289		1.872	2.226	0.870	-0.759	-0.371	0.173	-0.091		-0.260	0.492		17.269	-0.380	-0.016			-0.439		Complex
1.000	16.972	TUB2	SPE3	8.426	7.406	-1.431	16.972	1.689	12.056	-0.278	1.163	-0.093	1.288	-0.075			1.222	1.764	0.900	-0.035		-0.249	-0.091		0.163	-0.382	0.000	14.943	0.402	0.000			0.887	-0.491	Complex
0.966	10.250	SPE2	SPE3	8.772	10.250	-0.141	3.396	4.959	-0.439	-0.764	0.852		2.262	-0.206	3.584			0.714	0.278	1.723		0.619				3.898		6.911	-1.602	-0.273				-1.041	Metabolic
0.997	12.691	BAA09202	ALG11	0.038	2.385	-3.971	12.691	0.190	12.058		1.364		-0.142	-0.075			-0.704	-1.171	-0.638	-0.757	-0.051	-0.185	0.000		-0.221	-0.717	-0.206	13.555	0.651	-0.016					Complex
1.000	17.339	BMH2	RPP0	13.937	17.339	2.926	17.247	5.386	6.369	-0.764	2.401	0.052	0.714	-0.206		-0.185	3.572	4.594	6.342	4.017	-0.796	-0.391	1.591		-0.082	2.661	-0.346	4.398	-0.686	-0.071			-0.351	-1.147	Metabolic
0.996	12.415	TIF2	RNH1	-0.132	1.876	-1.748	12.415	0.664	12.189	-0.278	0.141		-0.301						-0.350	-0.417	0.692	-0.114	0.187		-0.214	-0.643		12.463		-0.185					Complex
1.000	18.551	BAA21512	TEF4	8.282	4.575	-2.382	18.551	1.009	13.649		2.331	-0.093	-0.142	-0.075			1.872	3.094	0.819	0.125	0.086				0.174	0.483	0.474	14.522	0.680	0.242			0.150	0.520	Complex
1.000	20.837	KAR2	TUB2	9.616	10.111	-0.381	20.837	1.057	14.489	-0.278	2.331	-0.093	1.288	0.000			2.043	4.147	2.410	-0.718	0.426	-0.303			-0.102	0.137		15.791	-0.443	0.958			0.414		Complex
1.000	14.876	SNU23	ATP2	4.516	4.625	-5.359	14.876	1.496	12.058	-0.278	1.163	-0.093	0.246	-0.075			0.359	1.277	-1.307	1.119	0.000	-0.249			-0.064			12.560	0.348	-0.201			-0.274	0.771	Complex
0.999	13.654	SNU23	TEF2	1.845	3.955	-1.909	13.654	0.813	12.063	-0.278	1.134	-0.093	-0.269	-0.075			0.359	0.031	-0.883	-0.771	-0.162	-0.109	0.000		-0.715			12.500	0.136				1.195	-0.476	Complex
1.000	21.423	TIF2	EFT2	21.352	21.423	-1.747	16.891	8.585	4.974	0.675	2.401	0.201	2.277	0.774		-0.816	2.352	8.702	0.918	-1.429	-0.828	0.225	-1.621		2.057	0.772	0.206	14.640	2.597	1.638			4.029	-0.720	Metabolic
1.000	17.462	CDC48	ACT1	14.886	14.267	3.005	17.462	2.679	8.871	0.000	4.009	-0.093	0.618	-0.075	-0.468	-0.305	2.225	4.029	1.979	-0.670	-0.137		0.962		0.169	0.174	-0.206	12.288	1.108	0.958			0.228		Complex
1.000	16.055	GLN1	ACT1	4.800	3.068	-1.295	16.055	-0.747	14.443	0.000	1.163	-0.093	0.683	-0.075			0.681	-0.631	1.480	1.369	-0.377	-0.185	-0.091		0.249	-0.430	0.145	14.135	1.936	-0.201				-0.619	Complex
1.000	16.853	URA2	BAA09202	5.601	5.322	1.299	16.853	0.643	13.469		1.163	-0.093	0.469	-0.075			1.276	2.516	0.393	-0.601	0.481	-0.249	0.080		-0.172	0.039	-0.206	13.354	1.563	-0.201			-0.416		Complex
1.000	15.041	HSP60	TIF1	14.844	11.554	0.747	15.041	2.985	6.208	0.000	2.029	-0.093	1.663	-0.075			2.324	4.422	4.467	1.780		0.525	0.080		1.682	1.992		7.690	2.070	-0.201	-0.674		0.368		Complex
1.000	23.001	RPP0	ACT1	14.125	14.648	-3.259	23.001	2.295	14.017	-0.278	4.009		0.618	-0.075		0.000	2.415	2.878	2.537	0.979	-0.282	0.120	1.664		-0.250	0.994	0.757	18.455	-0.020	-0.201			-0.277	0.520	Complex
0.996	12.403	URA2	SNU23	1.017	3.165	-3.351	12.403	0.988	12.058	-0.278	0.000	-0.093	-0.556	-0.075			0.359	-0.291	-0.838	-0.631	0.486	-0.185	-0.091		0.219			10.667	-0.796	-0.201			1.203		Complex
1.000	16.917	URA2	BMH1	4.353	3.818	-2.187	16.917	0.740	13.469	-0.278	1.163	-0.093	0.440	-0.075			1.551	2.851	0.821	0.374	0.543	-0.105	-0.091		0.219	-0.384	-0.206	14.087	0.048	-0.201			-0.305		Complex
1.000	24.026	TIF2	TIF1	21.504	24.026	4.334	16.272	9.111	4.893	3.320			1.424	-0.206	2.594	1.395	1.495	4.451	-0.131	2.175	0.277		-0.641				0.663	17.376	3.573					1.686	Metabolic
0.977	10.671	ARO8	BAA21512	-1.120	0.326	-2.063	10.671	-1.187	12.179		0.601		-0.142	-0.075			-0.704	-1.672	-0.849	-0.945	-0.721	-0.303					-0.206	12.791		0.242					Complex
1.000	24.668	BMH1	RPP0	15.059	18.340	2.529	24.668	3.348	14.489	-0.278	2.331		1.663	-0.075		0.000	3.190	3.649	4.105	1.626	-0.179	-0.185	1.836		0.082	2.208	-0.206	16.590	0.162	-0.201			-0.190	-0.227	Complex
1.000	28.253	EFT2	RPS3	22.356	28.253	1.722	24.126	10.078	4.455	0.675	3.899	-0.277	6.004	0.169			3.250	12.368	2.036	-1.331	1.302	2.824			0.919	4.531	0.206	18.162	7.285	1.638			2.705	-0.438	Metabolic
0.999	14.182	SNU23	TEF4	0.599	2.976	-4.108	14.182	1.646	12.058	0.000	0.556	-0.093	-0.269	-0.075			0.359	0.175	-0.272	0.663	-0.199				0.561			11.717	0.682	-0.201			0.368	0.520	Complex
0.893	9.033	RPP0	LEU1	7.160	9.033	1.718	2.094	2.299	-0.374	0.385	1.555		3.648				1.521											5.490	3.978	-0.071				-0.622	Metabolic
1.000	15.853	TIF2	KAP123	15.853	11.325	1.295	12.367	5.182	7.884	0.602	0.624		1.197	-0.109			0.473	3.299	-0.035	1.842	-0.476		-0.110				0.173	14.029	0.086	0.510					PPI
1.000	18.079	BAA09202	PRP43	5.263	3.801	-1.215	18.079	0.352	13.796		2.331	-0.093		-0.075			1.768	3.684	1.232	-0.629	0.484	-0.103	0.080		0.457	0.094	0.000	14.522	-0.769	0.084			-0.439	-0.420	Complex
1.000	22.775	TEF1	TEF4	22.775	19.698	1.931	18.322	6.880	9.854	1.465	0.974		1.064	-0.109		0.359	2.288	7.970	4.022	-0.733	0.168				2.809	2.098	-0.281	14.690	2.171				1.431	4.120	PPI
1.000	21.286	TUB2	RPS3	9.722	5.716	-1.854	21.286	1.241	14.017	-0.278	2.331	-0.093	1.925	-0.075			2.218	4.185	1.751	-0.027	-0.351	0.107			-0.005	-0.014	0.283	16.777	1.319	-0.016			-0.358	0.545	Complex
1.000	22.200	HSP60	TEF4	10.883	12.884	-3.389	22.200	2.493	14.368	0.000	1.163	0.089	1.663	-0.075			2.499	4.694	4.935	0.096					0.614	0.749		13.979	2.698	0.958			1.263		Complex
1.000	19.388	CDC48	EFT2	15.046	19.215	0.573	19.388	2.859	6.716	0.680	4.009	-0.093	2.336	0.381			2.499	3.369	3.554	0.212	-0.060		-0.091		0.595	0.696	0.000	14.386	1.245	-0.201			1.249		Complex
0.996	12.310	KAR2	DPB4	0.376	-0.511	0.772	12.310	0.102	12.065	0.000	0.275		-0.169	-0.075			0.112	0.476			-0.199							11.475		-0.201					Complex
1.000	17.210	BMH2	BMH1	17.210	13.977	9.898	15.174	-1.437	10.435	0.602	3.906		-0.132		1.116	1.124	1.594				0.311		1.594			3.799		13.697	1.237	6.234				-0.408	PPI
1.000	20.161	TIF1	TEF2	14.550	15.112	2.170	20.161	4.926	8.513	0.680	2.331	-0.093	2.101	-0.075	-0.476	0.210	2.043	3.748	2.279	0.392	0.590	0.618	0.080		1.466	0.873	0.474	13.515	3.800				1.930	1.584	Complex
0.999	14.250	SNU23	EFT1	3.001	1.702	-4.718	14.250	0.421	12.058	0.000	1.163	-0.093	-0.038	0.381			0.359	0.147	-0.805	-0.791	-0.162	0.022	-0.091		-0.364			12.709	0.141	-0.201			1.185	-0.593	Complex
0.999	14.109	BMH1	TEF1	14.109	10.623	1.993	12.924	0.538	7.515	-0.668	2.607		1.797	-0.109			2.430	4.571	5.336	-0.319	-0.373	-0.386	0.608		1.660	-0.693	-0.016	9.218	-0.176				-0.564	-0.606	PPI
1.000	24.035	RPP0	TEF1	24.035	22.644	0.378	22.646	7.263	8.389	0.602	3.906		1.474	0.000			2.401	3.875	4.087	0.835	0.168	0.688	1.484		-0.080	1.448	-0.281	17.450	1.983				2.054	5.096	PPI
1.000	25.323	TIF2	SAH1	15.413	15.871	-2.011	25.323	4.849	14.864	0.000	2.331		1.031	-0.075			2.324	4.995	2.391	0.733	0.195	1.448	-0.091		-0.263	1.719	0.000	19.531	2.821	0.242			-0.284		Complex
0.997	12.580	BMH2	SNU23	1.095	3.360	-2.454	12.580	-0.180	12.058	-0.278	1.163	0.089	-0.556	-0.075			0.359	0.771	-1.175	1.138	0.426	-0.254	-0.855		0.745			11.928	-0.747	-0.201			-0.439	0.095	Complex
1.000	20.237	TIF1	EFT1	20.237	19.238	-1.716	16.166	5.194	8.507	1.465	2.407		1.465	0.454		-0.612	1.357	7.508	1.052	-0.737	-0.413	0.417	-1.000		1.800	1.505	0.173	15.364	2.509	1.012			2.693	-0.164	PPI
1.000	25.455	TUB2	TEF1	13.560	12.887	-0.817	25.455	2.038	16.772	0.000	4.009	-0.093	0.443	-0.075			2.361	4.287	2.321	-0.899	-0.396	-0.203	0.962		2.671	-0.372	-0.265	18.777	2.939				-0.119	-0.292	Complex
1.000	19.026	BMH1	VMA2	9.408	6.452	-1.705	19.026	1.573	14.329	-0.278	2.850	-0.093	-0.544	0.000			1.189	2.058	2.508	-0.260	-0.484		0.080		-0.385	0.483	0.757	15.697	-0.792	0.523			-0.573	0.170	Complex
1.000	18.450	BMH2	CDC48	17.357	17.548	-0.444	18.450	3.359	8.729	-0.278	4.009	-0.093	0.158	-0.075			2.641	3.643	3.453	1.799	0.648		0.962		0.093	0.667	0.757	12.573	2.573	0.958			-0.311		Complex
1.000	24.079	TEF2	TEF4	24.079	21.435	2.445	19.468	6.854	9.854	0.602	0.974		3.259	-0.109		0.359	2.288	7.970	4.022	-0.733	0.168				2.809	2.098	-0.281	15.852	2.171				1.431	4.120	PPI
1.000	20.149	HSC82	SSC1	18.814	18.030	1.216	20.149	3.148	9.964	0.000	2.850	-0.093	1.925	-0.075		0.210	2.219	6.305	3.426	0.030		1.128	0.080		0.247	0.171		13.088	0.997	0.958	0.039	4.014	1.163	0.936	Complex
1.000	22.676	SSC1	ATP2	20.291	21.271	3.046	22.676	4.346	8.458	2.291	4.009	0.089	1.337	-0.075			2.219	5.794	3.272	0.819		0.618			0.338	0.334		16.738	2.305	0.242	0.825	1.695	-0.190	1.166	Complex
0.999	14.381	URA2	GLN1	1.139	0.946	-3.532	14.381	-0.246	12.014	-0.278	0.788	-0.093	1.065	-0.075			1.206	-0.788	-0.675	-0.892	0.494	-0.303	0.080		-0.792	-0.668	0.000	13.896	0.225	0.242					Complex
1.000	21.942	BMH1	KRS1	9.480	11.901	-1.775	21.942	2.797	13.736	-0.278	2.850	0.089	0.324	-0.075			2.499	3.774	2.660	1.851	-0.219	1.176			0.565	0.403	0.757	16.574	0.144	0.242			-0.305	-0.227	Complex
1.000	17.170	URA2	PRP43	8.080	9.115	-4.679	17.170	3.387	12.014	-0.278	1.163	0.089	-0.457	-0.075		0.210	1.118	0.770	1.155	1.457	1.144	-0.303	0.187		0.192	0.502	-0.206	14.304	2.048	0.523			1.863		Complex
1.000	20.781	SSC1	TUB1	9.096	7.838	-1.402	20.781	1.059	14.017	0.000	2.331	0.089	1.007	0.075			2.202	2.960	1.151	-0.763		-0.303	0.000		-0.135	-0.402		16.057	1.403	0.523			-0.129	-0.227	Complex
1.000	25.062	RPP0	KRS1	13.405	16.165	-1.239	25.062	6.439	12.538	-0.278	2.850		1.220	0.075			2.218	5.597	4.733	3.218	0.604	1.686			0.346	1.042	-0.206	19.530	3.783	0.523			1.930	5.025	Complex
1.000	17.279	PRP43	RPS3	17.071	17.279	2.264	14.569	8.171	3.398	0.385	2.401	0.175	0.611	-0.206			2.343	6.084	2.506	5.192	1.337	0.844			2.634	-0.640	0.663	8.649	2.360	-0.071		-0.821	3.042	-0.369	Metabolic
1.000	16.166	BMH2	KAP123	4.360	4.187	-2.367	16.166	1.676	13.473	0.000	1.163		-0.544	-0.075			0.473	1.904	0.498	0.900	0.220		-0.091				0.145	13.814	-0.784	0.084					Complex
1.000	16.256	HSP60	EFT1	12.999	13.143	-1.429	16.256	2.398	7.956	0.000	2.331	-0.093	0.785	0.381			2.499	5.535	3.446	-0.558		-0.185	-0.091		-0.191	0.139		8.862	2.838	-0.201			1.252		Complex
0.999	13.954	OLA1	TEF1	13.954	9.360	-3.049	13.352	3.242	7.101	-0.668	2.607		-0.506	-0.109			2.288	1.574	0.955	-1.052	0.743	0.883	-0.110		-0.393	0.112		10.333	2.139				0.926		PPI
0.999	13.934	KAR2	LEU2	3.135	3.307	-1.533	13.934	0.287	12.170	-0.278	0.989		0.420				0.346											13.453	-0.940	0.958					Complex
1.000	22.385	EFT2	TIF1	21.742	22.385	-1.749	16.024	8.117	4.974	2.105	2.401	0.201	2.277	0.774		-0.816	2.352	8.702	0.918	-1.429	-0.828	0.225	-1.621		2.057	0.772	0.206	15.282	2.597	1.638			4.029	-0.720	Metabolic
1.000	15.744	GLN1	PRP43	3.061	1.732	-4.864	15.744	1.002	12.525	-0.278	1.163	0.089	0.247	0.000			0.995	-0.621	0.662	-0.450	0.309	-0.109	-0.206		-0.420	-0.078	-0.206	14.888	-0.727	-0.201		-0.243		-0.582	Complex
1.000	15.586	KAP123	TEF4	15.586	12.964	1.176	12.330	6.374	7.678	-0.273	0.677		0.767	-0.109			0.473	2.669	0.551	0.190	0.719						-0.281	14.560	0.676	-0.343					PPI
1.000	16.969	ATP1	BAA21512	11.458	12.701	-2.694	16.969	1.785	10.539		2.029	-0.093		0.000			2.709	3.027	1.201	0.084	-0.301	0.295	1.836		0.720	1.162	-0.206	9.787	1.476	0.523			0.481		Complex
1.000	22.298	TIF2	ACT1	10.431	4.291	-1.527	22.298	2.366	14.972	0.000	2.331	-0.093	1.496	-0.075	-0.468		1.768	4.038	1.511	0.043	-0.374	0.252	0.080		0.450	0.335	-0.206	16.912	1.787	-0.201			0.911	-0.399	Complex
1.000	22.111	TUB2	TIF1	11.725	6.201	-1.841	22.111	1.637	14.447	0.000	2.331	-0.093	1.925	-0.075			1.939	4.011	2.046	-0.532	0.251	-0.109	0.080		-0.318	0.586	0.000	17.734	1.468	-0.201			-0.305	-0.399	Complex
1.000	20.398	TIF1	TEF4	13.539	16.780	-2.367	20.398	5.194	9.585	0.680	1.163	-0.093	1.925	-0.075		-0.305	2.324	4.954	3.532	0.525	-0.199				0.485	1.075	0.145	14.643	0.799	-0.016			0.562	2.917	Complex
1.000	24.507	TEF1	EFT1	24.507	23.119	3.656	20.150	7.290	9.063	0.602	3.906		0.545	0.000		0.814	2.288	6.310	1.768	-0.942	-0.297	1.171	-0.110		1.453	1.927	-0.281	17.038	5.591				3.103	0.250	PPI
0.993	11.857	URA2	ALG11	1.195	1.331	-4.100	11.857	0.954	12.058	0.293	0.556		-0.621	-0.075			-1.308	-2.148	-0.000	-0.743	0.365	-0.185	-0.091		-0.507	-0.304		13.479	0.420	-0.201					Complex
0.976	10.595	RPP0	SPE3	9.797	10.595	-0.229	3.147	5.667	0.353	-0.764	1.180		2.837	0.000			1.322	4.709	3.011	4.720		0.837	-0.543		1.397	0.567	-0.346	4.374	0.945	1.709			0.764	-0.542	Metabolic
1.000	18.214	BMH2	HSP82	16.399	14.811	3.116	18.214	2.395	9.159	-0.278	2.850	-0.093	1.806	-0.075			2.450	6.334	4.872	1.344	0.441	0.523	0.962		1.071	0.383	0.698	10.619	-0.386	2.331			-0.157	-0.508	Complex
1.000	23.372	EFT2	ACT1	13.373	13.388	-4.673	23.372	2.724	14.452	-0.278	4.009	-0.093	1.383	0.075	-0.468	-0.305	1.872	3.235	1.277	-0.678	0.083	-0.203	-0.091		0.483	0.806	0.000	19.144	1.572	-0.201			0.992	-0.399	Complex
1.000	22.214	HSP60	SPE3	12.421	11.409	-4.253	22.214	4.590	13.401	-0.278	1.163	-0.093	1.288	-0.075			2.218	4.394	3.989	1.506		0.285	-0.091		0.184	0.578		14.160	2.183	0.539	-0.290	1.695	1.366		Complex
1.000	14.874	BNA5	ATP2	5.101	5.329	-3.755	14.874	2.432	12.072	-0.278	0.788		0.221	-0.075			-0.285	-0.274	-1.332	1.646	0.276	0.000				0.725		13.677			-0.290				Complex
0.996	12.395	BNA5	TUB1	1.655	1.128	-4.011	12.395	-0.647	12.072	-0.278	0.601		1.007	-0.075			-0.285	-0.922	-0.732	-0.900	-0.346	-0.303				-0.616		14.283							Complex
0.999	13.741	HSP60	TEF2	10.301	9.988	1.086	13.741	-0.188	8.500	0.000	2.850	-0.995	1.288	-0.075			2.361	3.337	3.022	1.694		0.187	1.069		-1.412	-0.295		9.261	1.550				0.622		Complex
1.000	14.785	BMH1	LEU1	1.475	3.351	1.161	14.785	-0.384	12.179	-0.278	1.268		1.073				0.927											14.698	0.052	-0.201				-0.508	Complex
1.000	17.706	OLA1	LEU1	6.315	9.727	1.284	17.706	2.080	12.489	0.000	0.989		1.220				0.927											15.691	2.477	0.242	0.113	-0.243			Complex
0.993	11.803	BNA5	TEF2	2.349	-0.041	0.073	11.803	-1.189	12.072	-0.278	0.601		0.958	-0.075			-0.285	-0.161	-1.163	-1.212	0.214	0.102				0.350		13.244							Complex
1.000	24.609	OLA1	RPS3	14.578	18.745	-1.845	24.609	4.317	12.806	-0.278	2.850	0.089	2.401	-0.075			2.499	2.692	2.767	2.580	0.556	0.119			0.910	0.840		19.583	3.999	0.523	0.825	-0.243	1.009		Complex
1.000	14.797	URA2	HSP60	9.956	11.949	2.849	14.797	4.305	7.190	0.000	1.134	-0.093	0.635	0.075			1.551	4.260	1.837	0.197		-0.114	0.187		-0.924	0.583		6.933	4.870	0.084			0.368		Complex
1.000	18.423	GLN1	TEF2	7.389	6.636	-2.165	18.423	-1.046	14.389	-0.278	2.029	-0.093	1.940	-0.075			1.557	-0.419	2.984	-0.832	0.138	-0.203	0.000		0.042	-0.458	0.000	15.246	2.694					-0.593	Complex
1.000	15.100	BMH2	GLN1	2.582	1.279	-4.543	15.100	-0.674	13.432	-0.278	1.163	-0.093	0.324	0.000			1.226	-0.072	2.677	0.482	0.187	-0.249	-0.206		-0.719	-0.402	-0.206	12.863	-0.322	-0.016				-0.582	Complex
0.999	13.653	SSC1	BNA5	2.889	3.206	-1.898	13.653	0.612	12.072	-0.278	0.601		1.007	-0.075			-0.285	-0.884	-0.448	-1.211		-0.203				0.574		14.593			0.000				Complex
1.000	18.812	HSC82	TIF2	18.812	17.787	-0.576	17.663	3.313	8.871	0.602	2.407		1.653	-0.109		0.359	1.717	6.256	3.170	2.705	0.429	-0.198	-0.605		0.205	0.176	0.760	10.563	3.416	-0.343	-0.473		2.183	1.270	PPI
1.000	18.712	HSC82	RPS3	14.597	17.025	1.861	18.712	2.266	8.873	-0.278	2.850	0.089	2.617	0.075			2.219	5.746	3.945	1.259	-0.288	0.623			0.710	0.868	0.474	12.509	0.147	-0.201	-0.317	0.858	0.236	1.108	Complex
1.000	22.326	EFT1	TEF4	22.120	22.326	1.070	18.413	9.774	3.658	1.753	2.401	-0.251	1.296	0.445		0.000	3.250	11.458	3.834	-1.580	2.272				2.803	5.776	0.206	13.557	6.445	0.599			2.254	-0.115	Metabolic
1.000	16.613	URA2	ENO1	5.842	6.979	-3.122	16.613	1.399	12.014	0.000	1.134	-0.093	0.958	-0.075			1.276	0.304	0.068	0.158	0.172	-0.303	0.187		-0.456	-0.101	0.757	13.530	2.145	-0.201			0.368		Complex
1.000	19.221	CDC48	PRP43	9.376	9.047	-7.355	19.221	2.030	12.538	0.000	2.331	-0.093	0.855	-0.075		-0.305	1.939	2.253	1.544	1.816	0.876		0.187		0.236	0.595	0.757	14.591	0.190	0.084			-0.427		Complex
1.000	17.197	URA2	OLA1	6.185	7.613	-3.721	17.197	2.816	12.014	-0.278	0.788	-0.093	0.324	0.075			1.551	0.202	1.017	-0.895	0.305	-0.254	-0.091		0.187	0.112		14.358	3.279	-0.016			1.203		Complex
1.000	19.754	BAA21512	RPS3	7.072	3.476	-0.677	19.754	0.973	14.368		2.850	-0.093	-0.142	-0.075			1.872	3.077	1.976	0.418	-0.396	-0.303			-0.661	0.009	0.474	15.041	-0.034	-0.201			1.140	0.095	Complex
0.996	12.314	SNU23	SSC1	-1.544	-2.631	-4.130	12.314	0.480	12.058	-0.278	0.788	-0.093	-0.457	-0.075	-0.468		0.359	-0.264	-0.991	-0.771		0.447	0.080		-0.351			11.081	0.414	-0.201			0.612	0.562	Complex
1.000	15.363	BMH1	TIF1	15.363	10.170	2.485	12.041	2.591	8.511	-0.668	2.407		0.859	-0.109			1.772	2.621	2.673	1.441	-0.118	0.209	-0.503		1.264	0.864	0.760	10.103	1.951	-0.343			1.182	-0.606	PPI
