04_orf01361_rev 16_orf10789
04_orf07034 16_orf09585
04_orf01447 16_orf03593
04_orf08732 16_orf00087
04_orf10279_rev 16_orf02598_rev
04_orf09538_rev 16_orf12301
04_orf07032 16_orf03764_rev
04_orf07190_rev 16_orf01208
04_orf01566_rev 16_orf12045
04_orf13704 16_orf05131_rev
04_orf14953_rev 16_orf00589
04_orf16782_rev 16_orf04714
04_orf16729_rev 16_orf08993_rev
04_orf13005_rev 16_orf10189
04_orf13000_rev 16_orf01151
04_orf00577_rev 16_orf00916
04_orf14154_rev 16_orf00723_rev
04_orf10654 16_orf12098
04_orf15846_rev 16_orf07744
04_orf08398 16_orf11839_rev
04_orf05987 16_orf07533_rev
04_orf08364_rev 16_orf00952
04_orf08390 16_orf07345
04_orf07069 16_orf03820_rev
04_orf00584 16_orf07957
04_orf14162_rev 16_orf10239
04_orf07539_rev 16_orf11554_rev
04_orf13094_rev 16_orf07706_rev
04_orf09672 16_orf06707_rev
04_orf09958 16_orf04912
04_orf02777 16_orf07250
04_orf07632 16_orf00807_rev
04_orf13699 16_orf01507
04_orf03059 16_orf09351_rev
04_orf04118 16_orf01509
04_orf08663_rev 16_orf01606_rev
04_orf07473 16_orf04963
04_orf03647_rev 16_orf07302
04_orf06175_rev 16_orf02321
04_orf04254_rev 16_orf11044
04_orf03874_rev 16_orf00155_rev
04_orf09543 16_orf01762_rev
04_orf12978_rev 16_orf01784_rev
04_orf05815_rev 16_orf06594
04_orf12902_rev 16_orf03010
04_orf02779_rev 16_orf00939_rev
04_orf12914 16_orf03689
04_orf05648_rev 16_orf10939_rev
04_orf04413_rev 16_orf00504_rev
04_orf13706 16_orf03047
04_orf02328_rev 16_orf06231_rev
04_orf08718_rev 16_orf06898_rev
04_orf07039 16_orf09590
04_orf01324 16_orf01717_rev
04_orf11640 16_orf06842_rev
04_orf00929 16_orf12090
04_orf07446_rev 16_orf03128
04_orf12542 16_orf09818
04_orf13448 16_orf03317_rev
04_orf07685_rev 16_orf06692
04_orf08902_rev 16_orf06282_rev
04_orf04224 16_orf11390
04_orf07109 16_orf04471
04_orf09650_rev 16_orf01065
04_orf14203_rev 16_orf11481
04_orf01804_rev 16_orf12467
04_orf08426_rev 16_orf10778
04_orf04595 16_orf07037
04_orf01527 16_orf05868
04_orf11350_rev 16_orf05349_rev
04_orf13228 16_orf02179_rev
04_orf07056 16_orf03768_rev
04_orf13884 16_orf11535_rev
04_orf16776_rev 16_orf00789
04_orf03255_rev 16_orf09836
04_orf03919 16_orf12336
04_orf15184_rev 16_orf11095_rev
04_orf03660_rev 16_orf03426
04_orf03984 16_orf01121
04_orf07383 16_orf03602_rev
04_orf01947 16_orf04902
04_orf07546 16_orf03604_rev
04_orf01321 16_orf04222
04_orf00565_rev 16_orf08851
04_orf12444 16_orf02922
04_orf13273 16_orf05549_rev
04_orf10857 16_orf11041
04_orf14246_rev 16_orf11959
04_orf13542 16_orf11080_rev
04_orf03050 16_orf05049
04_orf01692_rev 16_orf00859_rev
04_orf01175 16_orf01663
04_orf03171_rev 16_orf03458_rev
04_orf01589_rev 16_orf02645_rev
04_orf12609 16_orf03007_rev
04_orf01258 16_orf03855_rev
04_orf05672_rev 16_orf10847_rev
04_orf11272 16_orf01439_rev
04_orf06222_rev 16_orf01579_rev
04_orf13536_rev 16_orf00863_rev
04_orf07848 16_orf06170_rev
04_orf13322_rev 16_orf04344_rev
04_orf03986 16_orf04200_rev
04_orf09491 16_orf12016
04_orf01524_rev 16_orf02866_rev
04_orf10586_rev 16_orf01258_rev
04_orf13263 16_orf00938
04_orf01252 16_orf01839
04_orf06180_rev 16_orf04336_rev
04_orf06378_rev 16_orf10534_rev
04_orf10578 16_orf04095_rev
04_orf14340 16_orf09180_rev
04_orf03107 16_orf05411_rev
04_orf00696_rev 16_orf08719_rev
04_orf03665_rev 16_orf09053_rev
04_orf06659 16_orf05167_rev
04_orf14152_rev 16_orf10829_rev
04_orf14216 16_orf03857
04_orf08977 16_orf08781
04_orf09390_rev 16_orf01324_rev
04_orf09923_rev 16_orf12450_rev
04_orf00062_rev 16_orf09721_rev
04_orf07856 16_orf08240_rev
04_orf10235 16_orf04525_rev
04_orf13008_rev 16_orf11589
04_orf01528 16_orf02261
04_orf09379 16_orf07324_rev
04_orf02086 16_orf07229_rev
04_orf01493_rev 16_orf12394
04_orf00190_rev 16_orf00617_rev
04_orf01281 16_orf09730_rev
04_orf06523 16_orf07144_rev
04_orf07932_rev 16_orf08687_rev
04_orf01301 16_orf03417
04_orf06863 16_orf06086
04_orf11513_rev 16_orf09511
04_orf09488 16_orf03569
04_orf06199_rev 16_orf08129_rev
04_orf10636 16_orf02011
04_orf16760 16_orf00446_rev
04_orf10838 16_orf07840_rev
04_orf07096 16_orf05155_rev
04_orf15216 16_orf06385_rev
04_orf05851 16_orf02706
04_orf10256_rev 16_orf05369_rev
04_orf09758_rev 16_orf08215_rev
04_orf13469 16_orf07599_rev
04_orf01043 16_orf08742
04_orf13313_rev 16_orf07269_rev
04_orf14694 16_orf03437
04_orf00578_rev 16_orf04007
04_orf14076_rev 16_orf04591_rev
04_orf06719 16_orf04722_rev
04_orf07065 16_orf03824_rev
04_orf04825 16_orf06220
04_orf00732 16_orf10916_rev
04_orf11694 16_orf02705_rev
04_orf03187 16_orf09206
04_orf04191_rev 16_orf01753_rev
04_orf02717_rev 16_orf05487
04_orf11163 16_orf00338
04_orf07455_rev 16_orf04414
04_orf13330_rev 16_orf01442_rev
04_orf05822_rev 16_orf06318
04_orf05238_rev 16_orf10868_rev
04_orf13012_rev 16_orf11516
04_orf07863 16_orf00867_rev
04_orf10675_rev 16_orf04370_rev
04_orf05204_rev 16_orf10125
04_orf02674_rev 16_orf11226_rev
04_orf00534_rev 16_orf02761
04_orf14714_rev 16_orf05019_rev
04_orf13115_rev 16_orf08739
04_orf09658 16_orf06322
04_orf07487 16_orf04231_rev
04_orf03286_rev 16_orf12219_rev
04_orf10815_rev 16_orf05466_rev
04_orf07499 16_orf08221_rev
04_orf12323_rev 16_orf09072
04_orf04252_rev 16_orf06743
04_orf02262_rev 16_orf02718
04_orf09695_rev 16_orf07536_rev
04_orf13201_rev 16_orf05128_rev
04_orf12507 16_orf02063
04_orf08692 16_orf04345_rev
04_orf10546_rev 16_orf11605
04_orf09402 16_orf12483
04_orf11683_rev 16_orf11051_rev
04_orf10879 16_orf01840
04_orf09506 16_orf02819_rev
04_orf14213_rev 16_orf07214_rev
04_orf00441 16_orf02221_rev
04_orf15835 16_orf12591
04_orf05248 16_orf01149
04_orf10135 16_orf09948_rev
04_orf02240_rev 16_orf07252
04_orf07302 16_orf08398
04_orf05570 16_orf09090_rev
04_orf14997_rev 16_orf05561
04_orf14092 16_orf08189
04_orf10210_rev 16_orf00671
04_orf15905 16_orf03537
04_orf10366_rev 16_orf07825
04_orf09867 16_orf02851_rev
04_orf01513_rev 16_orf10617_rev
04_orf01518_rev 16_orf08381_rev
04_orf10577 16_orf04516_rev
04_orf00625_rev 16_orf04315
04_orf07681_rev 16_orf10398
04_orf02538 16_orf09247
04_orf16452 16_orf09369_rev
04_orf07504 16_orf10001
04_orf15228 16_orf01841
04_orf01264 16_orf08290
04_orf04217 16_orf03776_rev
04_orf08780 16_orf03709
04_orf10514_rev 16_orf08941
04_orf07420_rev 16_orf03692
04_orf02772_rev 16_orf06836_rev
04_orf10203_rev 16_orf07370_rev
04_orf12469_rev 16_orf07387
04_orf12537_rev 16_orf02616_rev
04_orf01709_rev 16_orf06414
04_orf08878 16_orf05086
04_orf01350_rev 16_orf08250_rev
04_orf07447_rev 16_orf03126
04_orf05259 16_orf04855
04_orf09899 16_orf02510
04_orf10587_rev 16_orf00412
04_orf07060 16_orf03830_rev
04_orf01643_rev 16_orf09079_rev
04_orf02176_rev 16_orf12128
04_orf10270_rev 16_orf05395_rev
04_orf06676 16_orf05170_rev
04_orf16300 16_orf01940_rev
04_orf11753_rev 16_orf06849
04_orf00267_rev 16_orf03922
04_orf01393_rev 16_orf00352
04_orf02718_rev 16_orf05486
04_orf09618_rev 16_orf06406_rev
04_orf00866 16_orf06562_rev
04_orf15019 16_orf02257
04_orf11131 16_orf03780_rev
04_orf01280_rev 16_orf09767
04_orf01628_rev 16_orf11117_rev
04_orf07732 16_orf07452
04_orf00702_rev 16_orf03109_rev
04_orf04309_rev 16_orf01180_rev
04_orf11638 16_orf06844_rev
04_orf13314_rev 16_orf06708_rev
04_orf03535_rev 16_orf00125_rev
04_orf10877 16_orf07894
04_orf12246 16_orf02773_rev
04_orf13276 16_orf04258
04_orf13717_rev 16_orf10197
04_orf13810 16_orf05814_rev
04_orf12456 16_orf01767
04_orf05360_rev 16_orf09412_rev
04_orf10483 16_orf02427_rev
04_orf07843 16_orf08971
04_orf07054 16_orf12130_rev
04_orf13465_rev 16_orf11626
04_orf07067 16_orf03822_rev
04_orf05613 16_orf08757
04_orf10273_rev 16_orf03640_rev
04_orf09054 16_orf02235
04_orf08641 16_orf09875_rev
04_orf15523 16_orf00138
04_orf13724 16_orf10443_rev
04_orf02921_rev 16_orf00745
04_orf11091_rev 16_orf00304_rev
04_orf07912_rev 16_orf03136
04_orf10968 16_orf05144
04_orf13317_rev 16_orf01203_rev
04_orf04409_rev 16_orf06647_rev
04_orf15322_rev 16_orf00590
04_orf09522 16_orf00874_rev
04_orf06519_rev 16_orf01281
04_orf07091 16_orf05163_rev
04_orf01272 16_orf03399
04_orf04308_rev 16_orf01181_rev
04_orf04859_rev 16_orf06757_rev
04_orf02275_rev 16_orf02998
04_orf07846 16_orf06173_rev
04_orf09861 16_orf11395
04_orf16719_rev 16_orf04062
04_orf10585_rev 16_orf01803
04_orf11093_rev 16_orf05912_rev
04_orf15511_rev 16_orf01429
04_orf06760 16_orf12086_rev
04_orf10784 16_orf07220
04_orf05524 16_orf05044_rev
04_orf10873_rev 16_orf07391
04_orf02536 16_orf06263
04_orf00681_rev 16_orf06537
04_orf14083 16_orf07009_rev
04_orf09850 16_orf01364
04_orf03527_rev 16_orf10445
04_orf05662_rev 16_orf02666
04_orf08441 16_orf12029
04_orf01461 16_orf01747_rev
04_orf01291_rev 16_orf05013
04_orf10548_rev 16_orf03836
04_orf07257_rev 16_orf11162
04_orf11348 16_orf07129_rev
04_orf04266_rev 16_orf04226
04_orf01181 16_orf06919
04_orf09853_rev 16_orf03291_rev
04_orf09710 16_orf12353
04_orf06463 16_orf11350_rev
04_orf03070_rev 16_orf07907
04_orf05546_rev 16_orf05828
04_orf07240_rev 16_orf07192_rev
04_orf07599_rev 16_orf11703_rev
04_orf07905 16_orf05680
04_orf02183_rev 16_orf08870_rev
04_orf02885 16_orf06817
04_orf07254_rev 16_orf01390_rev
04_orf07675_rev 16_orf03017_rev
04_orf14060_rev 16_orf09959
04_orf06872_rev 16_orf00463_rev
04_orf15201_rev 16_orf05240_rev
04_orf11575_rev 16_orf12393
04_orf12743_rev 16_orf04741_rev
04_orf04559_rev 16_orf02574_rev
04_orf04192 16_orf11812
04_orf13458 16_orf09952
04_orf04530_rev 16_orf03715
04_orf01021_rev 16_orf04718_rev
04_orf00249_rev 16_orf04121_rev
04_orf13297 16_orf00550
04_orf12882_rev 16_orf02312
04_orf09655 16_orf06528
04_orf13762 16_orf09167
04_orf03318 16_orf07343
04_orf01738 16_orf04849
04_orf01656 16_orf04956
04_orf06375_rev 16_orf08714
04_orf07080 16_orf03803_rev
04_orf03633_rev 16_orf11344
04_orf00536_rev 16_orf04294
04_orf00700_rev 16_orf08724_rev
04_orf02045_rev 16_orf02379
04_orf04200 16_orf03300_rev
04_orf13737 16_orf01914_rev
04_orf13269 16_orf08348
04_orf06686 16_orf01647_rev
04_orf08505 16_orf05367_rev
04_orf13261 16_orf03360
04_orf10218_rev 16_orf09026
04_orf05787_rev 16_orf09519
04_orf13331_rev 16_orf11477
04_orf10272_rev 16_orf06178
04_orf16460 16_orf02872_rev
04_orf12470_rev 16_orf00761_rev
04_orf13256 16_orf03787
04_orf04176 16_orf05847
04_orf06894 16_orf06640
04_orf13505_rev 16_orf04596
04_orf01250 16_orf01835
04_orf02823_rev 16_orf09980_rev
04_orf03943_rev 16_orf03473_rev
04_orf12904_rev 16_orf05746_rev
04_orf02851 16_orf08153
04_orf03988 16_orf08726
04_orf02426 16_orf12486
04_orf13516_rev 16_orf07500
04_orf00693_rev 16_orf02576_rev
04_orf01730 16_orf06536_rev
04_orf06670 16_orf10712_rev
04_orf03726_rev 16_orf05313
04_orf02598_rev 16_orf01103
04_orf10601 16_orf08410
04_orf12893_rev 16_orf06416
04_orf07472 16_orf04624
04_orf11372 16_orf05302_rev
04_orf04083 16_orf07309
04_orf06468 16_orf11827_rev
04_orf13621 16_orf10975
04_orf06017_rev 16_orf08608_rev
04_orf09790 16_orf00325
04_orf01605 16_orf10475_rev
04_orf07642_rev 16_orf08093
04_orf02196_rev 16_orf00957_rev
04_orf06771_rev 16_orf07515
04_orf12195_rev 16_orf07569
04_orf13122_rev 16_orf01168
04_orf06669 16_orf03944_rev
04_orf11324 16_orf04737_rev
04_orf08257 16_orf06539
04_orf02116_rev 16_orf05835
04_orf09129 16_orf01236
04_orf10529 16_orf02862_rev
04_orf01974_rev 16_orf08213_rev
04_orf07100 16_orf12152_rev
04_orf11635_rev 16_orf11363_rev
04_orf05070_rev 16_orf05353
04_orf07796 16_orf01539
04_orf10099 16_orf00949
04_orf07031 16_orf03765_rev
04_orf13308_rev 16_orf03108_rev
04_orf16873_rev 16_orf12595_rev
04_orf12872_rev 16_orf07950
04_orf11082_rev 16_orf05628
04_orf00904 16_orf12121
04_orf13499 16_orf06219_rev
04_orf04019_rev 16_orf03575_rev
04_orf00053_rev 16_orf04980
04_orf01099 16_orf10382
04_orf04121 16_orf09799_rev
04_orf04256_rev 16_orf03277_rev
04_orf06427 16_orf12271
04_orf02731_rev 16_orf00025_rev
04_orf13289 16_orf00543
04_orf04875_rev 16_orf02016_rev
04_orf06492 16_orf04314_rev
04_orf01341 16_orf01075
04_orf08695 16_orf02572_rev
04_orf05458 16_orf01721_rev
04_orf04364 16_orf07502_rev
04_orf07553 16_orf09480
04_orf09814 16_orf09661
04_orf10312 16_orf04032
04_orf06666 16_orf07511_rev
04_orf09332_rev 16_orf05094_rev
04_orf06197_rev 16_orf04169
