yourlist:M20170427F725F458AC8690F874DD868E4ED79B88B1B382Z	isomap:M20170427F725F458AC8690F874DD868E4ED79B88B1B382Z	Entry	Entry name		Protein names	Gene names	Organism	Length
ATP6V0E1		E5RHL5	E5RHL5_HUMAN	unreviewed	V-type proton ATPase subunit e 1	ATP6V0E1	Homo sapiens (Human)	58
ATP6V0E1		J3KN48	J3KN48_HUMAN	unreviewed	V-type proton ATPase subunit e 1	ATP6V0E1	Homo sapiens (Human)	65
ATP6V0E1		O15342	VA0E1_HUMAN	reviewed	V-type proton ATPase subunit e 1 (V-ATPase subunit e 1) (V-ATPase 9.2 kDa membrane accessory protein) (V-ATPase M9.2 subunit) (Vacuolar proton pump subunit e 1)	ATP6V0E1 ATP6H ATP6V0E	Homo sapiens (Human)	81
ATP6V1C1		A0A024R9I0	A0A024R9I0_HUMAN	unreviewed	V-type proton ATPase subunit C	ATP6V1C1 hCG_14602	Homo sapiens (Human)	382
ATP6V1C1		E7EV59	E7EV59_HUMAN	unreviewed	V-type proton ATPase subunit C	ATP6V1C1	Homo sapiens (Human)	307
ATP6V1C1		P21283	VATC1_HUMAN	reviewed	V-type proton ATPase subunit C 1 (V-ATPase subunit C 1) (Vacuolar proton pump subunit C 1)	ATP6V1C1 ATP6C ATP6D VATC	Homo sapiens (Human)	382
ATP6V1D		A0A024R683	A0A024R683_HUMAN	unreviewed	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D, isoform CRA_a	ATP6V1D hCG_21908	Homo sapiens (Human)	247
ATP6V1D		G3V2S6	G3V2S6_HUMAN	unreviewed	V-type proton ATPase subunit D	ATP6V1D	Homo sapiens (Human)	192
ATP6V1D		G3V2V6	G3V2V6_HUMAN	unreviewed	V-type proton ATPase subunit D	ATP6V1D	Homo sapiens (Human)	148
ATP6V1D		G3V341	G3V341_HUMAN	unreviewed	V-type proton ATPase subunit D (Fragment)	ATP6V1D	Homo sapiens (Human)	72
ATP6V1D		G3V3T8	G3V3T8_HUMAN	unreviewed	V-type proton ATPase subunit D	ATP6V1D	Homo sapiens (Human)	86
ATP6V1D		G3V559	G3V559_HUMAN	unreviewed	V-type proton ATPase subunit D	ATP6V1D	Homo sapiens (Human)	179
ATP6V1D		G3V5S7	G3V5S7_HUMAN	unreviewed	V-type proton ATPase subunit D (Fragment)	ATP6V1D	Homo sapiens (Human)	59
ATP6V1D		H0YJ55	H0YJ55_HUMAN	unreviewed	V-type proton ATPase subunit D (Fragment)	ATP6V1D	Homo sapiens (Human)	44
ATP6V1D		H0YJH8	H0YJH8_HUMAN	unreviewed	V-type proton ATPase subunit D (Fragment)	ATP6V1D	Homo sapiens (Human)	153
ATP6V1D		H0YJS0	H0YJS0_HUMAN	unreviewed	V-type proton ATPase subunit D (Fragment)	ATP6V1D	Homo sapiens (Human)	119
ATP6V1D		Q6PJ05	Q6PJ05_HUMAN	unreviewed	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D	ATP6V1D	Homo sapiens (Human)	247
ATP6V1D		Q8N5Z9	Q8N5Z9_HUMAN	unreviewed	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D	ATP6V1D	Homo sapiens (Human)	247
ATP6V1D		Q9Y5K8	VATD_HUMAN	reviewed	V-type proton ATPase subunit D (V-ATPase subunit D) (V-ATPase 28 kDa accessory protein) (Vacuolar proton pump subunit D)	ATP6V1D ATP6M VATD	Homo sapiens (Human)	247
ATP6V1E1		C9J8H1	C9J8H1_HUMAN	unreviewed	V-type proton ATPase subunit E 1 (Fragment)	ATP6V1E1	Homo sapiens (Human)	203
ATP6V1E1		P36543	VATE1_HUMAN	reviewed	V-type proton ATPase subunit E 1 (V-ATPase subunit E 1) (V-ATPase 31 kDa subunit) (p31) (Vacuolar proton pump subunit E 1)	ATP6V1E1 ATP6E ATP6E2	Homo sapiens (Human)	226
ATP6V1E1		Q53Y06	Q53Y06_HUMAN	unreviewed	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E isoform 1 (ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E1, isoform CRA_b) (cDNA, FLJ92725, Homo sapiens ATPase, H+ transporting, lysosomal 31kDa, V1 subunit Eisoform 1 (ATP6V1E1), mRNA)	ATP6V1E1 hCG_21530	Homo sapiens (Human)	226
ATP6V1F		A4D1K0	A4D1K0_HUMAN	unreviewed	V-type proton ATPase subunit F	ATP6V1F hCG_41657 tcag7.419	Homo sapiens (Human)	119
ATP6V1F		Q16864	VATF_HUMAN	reviewed	V-type proton ATPase subunit F (V-ATPase subunit F) (V-ATPase 14 kDa subunit) (Vacuolar proton pump subunit F)	ATP6V1F ATP6S14 VATF	Homo sapiens (Human)	119
ATP6V1G1		A0A024R883	A0A024R883_HUMAN	unreviewed	V-type proton ATPase subunit G	ATP6V1G1 hCG_29854	Homo sapiens (Human)	118
ATP6V1G1		O75348	VATG1_HUMAN	reviewed	V-type proton ATPase subunit G 1 (V-ATPase subunit G 1) (V-ATPase 13 kDa subunit 1) (Vacuolar proton pump subunit G 1) (Vacuolar proton pump subunit M16)	ATP6V1G1 ATP6G ATP6G1 ATP6J	Homo sapiens (Human)	118
ATP6V1H		A0A024R7U9	A0A024R7U9_HUMAN	unreviewed	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H, isoform CRA_a	ATP6V1H hCG_27354	Homo sapiens (Human)	483
ATP6V1H		A0A024R7X3	A0A024R7X3_HUMAN	unreviewed	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H, isoform CRA_b	ATP6V1H hCG_27354	Homo sapiens (Human)	465
ATP6V1H		A0A0D9SG68	A0A0D9SG68_HUMAN	unreviewed	V-type proton ATPase subunit H	ATP6V1H	Homo sapiens (Human)	48
ATP6V1H		E5RG49	E5RG49_HUMAN	unreviewed	V-type proton ATPase subunit H (Fragment)	ATP6V1H	Homo sapiens (Human)	101
ATP6V1H		E5RHH0	E5RHH0_HUMAN	unreviewed	V-type proton ATPase subunit H (Fragment)	ATP6V1H	Homo sapiens (Human)	102
ATP6V1H		E5RJG1	E5RJG1_HUMAN	unreviewed	V-type proton ATPase subunit H	ATP6V1H	Homo sapiens (Human)	48
ATP6V1H		E5RK31	E5RK31_HUMAN	unreviewed	V-type proton ATPase subunit H	ATP6V1H	Homo sapiens (Human)	36
ATP6V1H		G3V126	G3V126_HUMAN	unreviewed	ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H, isoform CRA_c (V-type proton ATPase subunit H)	ATP6V1H hCG_27354	Homo sapiens (Human)	443
ATP6V1H		H0YB41	H0YB41_HUMAN	unreviewed	V-type proton ATPase subunit H (Fragment)	ATP6V1H	Homo sapiens (Human)	86
ATP6V1H		Q9UI12	VATH_HUMAN	reviewed	V-type proton ATPase subunit H (V-ATPase subunit H) (Nef-binding protein 1) (NBP1) (Protein VMA13 homolog) (V-ATPase 50/57 kDa subunits) (Vacuolar proton pump subunit H) (Vacuolar proton pump subunit SFD)	ATP6V1H CGI-11	Homo sapiens (Human)	483
BAX		A0A024QZD7	A0A024QZD7_HUMAN	unreviewed	BCL2-associated X protein, isoform CRA_a (Fragment)	BAX hCG_1811614	Homo sapiens (Human)	38
BAX		A0A0C4MVT1	A0A0C4MVT1_HUMAN	unreviewed	Bax protein	Bax	Homo sapiens (Human)	204
BAX		A0A0C4MW46	A0A0C4MW46_HUMAN	unreviewed	Bax protein	Bax	Homo sapiens (Human)	175
BAX		A0A0C4MWS3	A0A0C4MWS3_HUMAN	unreviewed	Bax protein	Bax	Homo sapiens (Human)	204
BAX		H0YA56	H0YA56_HUMAN	unreviewed	Apoptosis regulator BAX (Fragment)	BAX	Homo sapiens (Human)	126
BAX		I6LPK7	I6LPK7_HUMAN	unreviewed	Apoptosis regulator BAX (BCL2-associated X protein theta)	BAX	Homo sapiens (Human)	140
BAX		K4JQN1	K4JQN1_HUMAN	unreviewed	Apoptosis regulator BAX (BCL2-associated X protein transcript variant delta2)	BAX	Homo sapiens (Human)	175
BAX		Q07812	BAX_HUMAN	reviewed	Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4)	BAX BCL2L4	Homo sapiens (Human)	192
BAX		Q5ZPJ0	Q5ZPJ0_HUMAN	unreviewed	Bax protein (Fragment)	BAX	Homo sapiens (Human)	36
BAX		Q5ZPJ1	Q5ZPJ1_HUMAN	unreviewed	Bax protein (Fragment)	BAX	Homo sapiens (Human)	112
BAX		Q8WXU1	Q8WXU1_HUMAN	unreviewed	BCL2-associated X protein (Fragment)	BAX	Homo sapiens (Human)	24
BCKDHA		A0A024R0K3	A0A024R0K3_HUMAN	unreviewed	Branched chain keto acid dehydrogenase E1, alpha polypeptide, isoform CRA_a	BCKDHA hCG_22320	Homo sapiens (Human)	445
BCKDHA		A0A0M4C4P8	A0A0M4C4P8_HUMAN	unreviewed	Branched chain keto acid dehydrogenase E1 alpha protein (EC 1.2.4.4) (Fragment)	BCKDHA	Homo sapiens (Human)	37
BCKDHA		A0A0M5IJ90	A0A0M5IJ90_HUMAN	unreviewed	Branched chain keto acid dehydrogenase E1 alpha protein (EC 1.2.4.4) (Fragment)	BCKDHA	Homo sapiens (Human)	68
BCKDHA		F5GXU9	F5GXU9_HUMAN	unreviewed	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (Fragment)	BCKDHA	Homo sapiens (Human)	328
BCKDHA		H0YH20	H0YH20_HUMAN	unreviewed	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (Fragment)	BCKDHA	Homo sapiens (Human)	94
BCKDHA		H0YH31	H0YH31_HUMAN	unreviewed	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (Fragment)	BCKDHA	Homo sapiens (Human)	211
BCKDHA		P12694	ODBA_HUMAN	reviewed	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial (EC 1.2.4.4) (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain) (BCKDE1A) (BCKDH E1-alpha)	BCKDHA	Homo sapiens (Human)	445
BDH2		A0A024RDG9	A0A024RDG9_HUMAN	unreviewed	3-hydroxybutyrate dehydrogenase, type 2, isoform CRA_b	BDH2 hCG_2028209	Homo sapiens (Human)	245
BDH2		A0A024RDJ8	A0A024RDJ8_HUMAN	unreviewed	3-hydroxybutyrate dehydrogenase, type 2, isoform CRA_a	BDH2 hCG_2028209	Homo sapiens (Human)	173
BDH2		D6R9U8	D6R9U8_HUMAN	unreviewed	3-hydroxybutyrate dehydrogenase type 2 (Fragment)	BDH2	Homo sapiens (Human)	116
BDH2		D6RBF6	D6RBF6_HUMAN	unreviewed	3-hydroxybutyrate dehydrogenase type 2	BDH2	Homo sapiens (Human)	64
BDH2		D6RFG2	D6RFG2_HUMAN	unreviewed	3-hydroxybutyrate dehydrogenase type 2	BDH2	Homo sapiens (Human)	90
BDH2		D6RIR6	D6RIR6_HUMAN	unreviewed	3-hydroxybutyrate dehydrogenase type 2 (Fragment)	BDH2	Homo sapiens (Human)	130
BDH2		L0R823	L0R823_HUMAN	unreviewed	Alternative protein BDH2	BDH2	Homo sapiens (Human)	63
BDH2		Q9BUT1	BDH2_HUMAN	reviewed	3-hydroxybutyrate dehydrogenase type 2 (EC 1.1.1.-) (EC 1.1.1.30) (Dehydrogenase/reductase SDR family member 6) (Oxidoreductase UCPA) (R-beta-hydroxybutyrate dehydrogenase) (Short chain dehydrogenase/reductase family 15C member 1)	BDH2 DHRS6 SDR15C1 UNQ6308/PRO20933	Homo sapiens (Human)	245
BRP44L		Q5TI65	Q5TI65_HUMAN	unreviewed	Mitochondrial pyruvate carrier	BRP44L MPC1 hCG_15016	Homo sapiens (Human)	66
BRP44L		Q9Y5U8	MPC1_HUMAN	reviewed	Mitochondrial pyruvate carrier 1 (Brain protein 44-like protein)	MPC1 BRP44L CGI-129 HSPC040 PNAS-115	Homo sapiens (Human)	109
CASP7		A0A0A0MRL7	A0A0A0MRL7_HUMAN	unreviewed	Caspase-7	CASP7	Homo sapiens (Human)	388
CASP7		P55210	CASP7_HUMAN	reviewed	Caspase-7 (CASP-7) (EC 3.4.22.60) (Apoptotic protease Mch-3) (CMH-1) (ICE-like apoptotic protease 3) (ICE-LAP3) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11]	CASP7 MCH3	Homo sapiens (Human)	303
CASP7		Q5SVL2	Q5SVL2_HUMAN	unreviewed	Caspase-7 (Fragment)	CASP7	Homo sapiens (Human)	222
COX10		H7C101	H7C101_HUMAN	unreviewed	Protoheme IX farnesyltransferase, mitochondrial	COX10	Homo sapiens (Human)	171
COX10		J3KRW4	J3KRW4_HUMAN	unreviewed	Protoheme IX farnesyltransferase, mitochondrial	COX10	Homo sapiens (Human)	62
COX10		J3KSJ3	J3KSJ3_HUMAN	unreviewed	Protoheme IX farnesyltransferase, mitochondrial	COX10	Homo sapiens (Human)	168
COX10		Q12887	COX10_HUMAN	reviewed	Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.-) (Heme O synthase)	COX10	Homo sapiens (Human)	443
COX11		B4DI26	B4DI26_HUMAN	unreviewed	Cytochrome c oxidase assembly protein COX11, mitochondrial (cDNA FLJ56729, highly similar to Cytochrome c oxidase assembly protein COX11, mitochondrial)	COX11	Homo sapiens (Human)	230
COX11		I3L4E7	I3L4E7_HUMAN	unreviewed	Cytochrome c oxidase assembly protein COX11, mitochondrial (Fragment)	COX11	Homo sapiens (Human)	51
COX11		Q9Y6N1	COX11_HUMAN	reviewed	Cytochrome c oxidase assembly protein COX11, mitochondrial	COX11	Homo sapiens (Human)	276
COX15		Q7KZN9	COX15_HUMAN	reviewed	Cytochrome c oxidase assembly protein COX15 homolog	COX15	Homo sapiens (Human)	410
COX17		C9J8T6	C9J8T6_HUMAN	unreviewed	Cytochrome c oxidase copper chaperone (HCG2022684, isoform CRA_b)	COX17 hCG_2022684	Homo sapiens (Human)	98
COX17		H7C4E5	H7C4E5_HUMAN	unreviewed	Cytochrome c oxidase copper chaperone (Fragment)	COX17	Homo sapiens (Human)	58
COX17		H7C5P5	H7C5P5_HUMAN	unreviewed	Cytochrome c oxidase copper chaperone (Fragment)	COX17	Homo sapiens (Human)	45
COX17		Q14061	COX17_HUMAN	reviewed	Cytochrome c oxidase copper chaperone	COX17	Homo sapiens (Human)	63
COX4I1		H3BN72	H3BN72_HUMAN	unreviewed	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1	Homo sapiens (Human)	126
COX4I1		H3BNI5	H3BNI5_HUMAN	unreviewed	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Fragment)	COX4I1	Homo sapiens (Human)	43
COX4I1		H3BNV9	H3BNV9_HUMAN	unreviewed	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1	Homo sapiens (Human)	139
COX4I1		H3BPG0	H3BPG0_HUMAN	unreviewed	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Fragment)	COX4I1	Homo sapiens (Human)	108
COX4I1		H3BPR4	H3BPR4_HUMAN	unreviewed	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial	COX4I1	Homo sapiens (Human)	42
COX4I1		P13073	COX41_HUMAN	reviewed	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)	COX4I1 COX4	Homo sapiens (Human)	169
COX4I1		Q86WV2	Q86WV2_HUMAN	unreviewed	COX4I1 protein (Cytochrome c oxidase subunit 4 isoform 1, mitochondrial)	COX4I1	Homo sapiens (Human)	83
COX5A		H3BNX8	H3BNX8_HUMAN	unreviewed	Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	Homo sapiens (Human)	153
COX5A		H3BRI0	H3BRI0_HUMAN	unreviewed	Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	Homo sapiens (Human)	84
COX5A		H3BRM5	H3BRM5_HUMAN	unreviewed	Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	Homo sapiens (Human)	69
COX5A		H3BV69	H3BV69_HUMAN	unreviewed	Cytochrome c oxidase subunit 5A, mitochondrial	COX5A	Homo sapiens (Human)	111
COX5A		P20674	COX5A_HUMAN	reviewed	Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)	COX5A	Homo sapiens (Human)	150
COX5A		Q71UP1	Q71UP1_HUMAN	unreviewed	Cytochrome c oxidase subunit Va (EC 1.9.3.1) (Fragment)	COX5A	Homo sapiens (Human)	37
COX5B		P10606	COX5B_HUMAN	reviewed	Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)	COX5B	Homo sapiens (Human)	129
COX5B		Q6FHJ9	Q6FHJ9_HUMAN	unreviewed	COX5B protein (Fragment)	COX5B	Homo sapiens (Human)	129
COX5B		Q6FHM4	Q6FHM4_HUMAN	unreviewed	COX5B protein	COX5B	Homo sapiens (Human)	129
COX6A1		A0A024RBN6	A0A024RBN6_HUMAN	unreviewed	Cytochrome c oxidase subunit 6A, mitochondrial (Cytochrome c oxidase polypeptide VIa)	COX6A1 hCG_1778021	Homo sapiens (Human)	152
COX6A1		H6SG15	H6SG15_HUMAN	unreviewed	Cytochrome c oxidase subunit 6A, mitochondrial (Cytochrome c oxidase polypeptide VIa)	COX6A1	Homo sapiens (Human)	109
COX6A1		P12074	CX6A1_HUMAN	reviewed	Cytochrome c oxidase subunit 6A1, mitochondrial (Cytochrome c oxidase polypeptide VIa-liver) (Cytochrome c oxidase subunit VIA-liver) (COX VIa-L)	COX6A1 COX6AL	Homo sapiens (Human)	109
COX6B1		K7EQD3	K7EQD3_HUMAN	unreviewed	Cytochrome c oxidase subunit 6B1 (Fragment)	COX6B1	Homo sapiens (Human)	40
COX6B1		P14854	CX6B1_HUMAN	reviewed	Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1)	COX6B1 COX6B	Homo sapiens (Human)	86
COX6C		A0A024R9B7	A0A024R9B7_HUMAN	unreviewed	Cytochrome c oxidase subunit VIc, isoform CRA_a	COX6C hCG_1781497	Homo sapiens (Human)	75
COX6C		P09669	COX6C_HUMAN	reviewed	Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc)	COX6C	Homo sapiens (Human)	75
COX7A2		D6R9C3	D6R9C3_HUMAN	unreviewed	Cytochrome c oxidase subunit 7A2, mitochondrial	COX7A2	Homo sapiens (Human)	53
COX7A2		D6RA35	D6RA35_HUMAN	unreviewed	Cytochrome c oxidase subunit 7A2, mitochondrial	COX7A2	Homo sapiens (Human)	76
COX7A2		D6RGV5	D6RGV5_HUMAN	unreviewed	Cytochrome c oxidase subunit 7A2, mitochondrial (Fragment)	COX7A2	Homo sapiens (Human)	103
COX7A2		D6RIE3	D6RIE3_HUMAN	unreviewed	Cytochrome c oxidase subunit 7A2, mitochondrial	COX7A2	Homo sapiens (Human)	91
COX7A2		H0UI06	H0UI06_HUMAN	unreviewed	Cytochrome c oxidase subunit 7A2, mitochondrial (Cytochrome c oxidase subunit VIIa polypeptide 2) (Cytochrome c oxidase subunit VIIa polypeptide 2 (Liver), isoform CRA_a)	COX7A2 hCG_17987	Homo sapiens (Human)	115
COX7A2		H0Y8S6	H0Y8S6_HUMAN	unreviewed	Cytochrome c oxidase subunit 7A2, mitochondrial (Fragment)	COX7A2	Homo sapiens (Human)	67
COX7A2		P14406	CX7A2_HUMAN	reviewed	Cytochrome c oxidase subunit 7A2, mitochondrial (Cytochrome c oxidase subunit VIIa-liver/heart) (Cytochrome c oxidase subunit VIIa-L) (Cytochrome c oxidase subunit VIIaL)	COX7A2 COX7AL	Homo sapiens (Human)	83
COX7A2		Q496I0	Q496I0_HUMAN	unreviewed	COX7A2 protein (Cytochrome c oxidase subunit VIIa polypeptide 2 (Liver))	COX7A2	Homo sapiens (Human)	83
COX7A2L		E5RFH8	E5RFH8_HUMAN	unreviewed	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	COX7A2L	Homo sapiens (Human)	39
COX7A2L		E5RJZ1	E5RJZ1_HUMAN	unreviewed	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	COX7A2L	Homo sapiens (Human)	79
COX7A2L		H0YBD2	H0YBD2_HUMAN	unreviewed	Cytochrome c oxidase subunit 7A-related protein, mitochondrial (Fragment)	COX7A2L	Homo sapiens (Human)	95
COX7A2L		O14548	COX7R_HUMAN	reviewed	Cytochrome c oxidase subunit 7A-related protein, mitochondrial (COX7a-related protein) (Cytochrome c oxidase subunit VIIa-related protein) (EB1)	COX7A2L COX7AR COX7RP	Homo sapiens (Human)	114
COX7A2L		Q6FGA0	Q6FGA0_HUMAN	unreviewed	COX7A2L protein (Cytochrome c oxidase subunit VIIa polypeptide 2 like, isoform CRA_a) (Putative uncharacterized protein COX7A2L) (cDNA FLJ35592 fis, clone SPLEN2007695, highly similar to Cytochrome c oxidase subunit VIIa-related protein, mitochondrial)	COX7A2L hCG_1783904	Homo sapiens (Human)	114
COX7B		P24311	COX7B_HUMAN	reviewed	Cytochrome c oxidase subunit 7B, mitochondrial (Cytochrome c oxidase polypeptide VIIb)	COX7B	Homo sapiens (Human)	80
COX7C		A0A024RAP6	A0A024RAP6_HUMAN	unreviewed	Cytochrome c oxidase subunit VIIc, isoform CRA_a	COX7C hCG_37008	Homo sapiens (Human)	23
COX7C		D6R9Z7	D6R9Z7_HUMAN	unreviewed	Cytochrome c oxidase subunit 7C, mitochondrial	COX7C	Homo sapiens (Human)	56
COX7C		P15954	COX7C_HUMAN	reviewed	Cytochrome c oxidase subunit 7C, mitochondrial (Cytochrome c oxidase polypeptide VIIc)	COX7C	Homo sapiens (Human)	63
COX8A		P10176	COX8A_HUMAN	reviewed	Cytochrome c oxidase subunit 8A, mitochondrial (Cytochrome c oxidase polypeptide VIII-liver/heart) (Cytochrome c oxidase subunit 8-2)	COX8A COX8 COX8L	Homo sapiens (Human)	69
COX8A		Q53XN1	Q53XN1_HUMAN	unreviewed	COX8 protein (Cytochrome c oxidase subunit 8A (Ubiquitous)) (Cytochrome c oxidase subunit VIII) (cDNA, FLJ92201, Homo sapiens cytochrome c oxidase subunit VIII (COX8), mRNA)	COX8 COX8A hCG_27157	Homo sapiens (Human)	69
CPT1A		A0A024R5F4	A0A024R5F4_HUMAN	unreviewed	Carnitine palmitoyltransferase 1A (Liver), isoform CRA_a	CPT1A hCG_2039450	Homo sapiens (Human)	773
CPT1A		H3BMD2	H3BMD2_HUMAN	unreviewed	Carnitine O-palmitoyltransferase 1, liver isoform	CPT1A	Homo sapiens (Human)	78
CPT1A		H3BP22	H3BP22_HUMAN	unreviewed	Carnitine O-palmitoyltransferase 1, liver isoform (Fragment)	CPT1A	Homo sapiens (Human)	117
CPT1A		H3BUJ0	H3BUJ0_HUMAN	unreviewed	Carnitine O-palmitoyltransferase 1, liver isoform (Fragment)	CPT1A	Homo sapiens (Human)	93
CPT1A		H3BUV7	H3BUV7_HUMAN	unreviewed	Carnitine O-palmitoyltransferase 1, liver isoform (Fragment)	CPT1A	Homo sapiens (Human)	134
CPT1A		P50416	CPT1A_HUMAN	reviewed	Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A)	CPT1A CPT1	Homo sapiens (Human)	773
CPT1A		Q8WZ48	Q8WZ48_HUMAN	unreviewed	Carnitine palmitoyltransferase I (Fragment)	CPT1A	Homo sapiens (Human)	28
CS		A0A024RB75	A0A024RB75_HUMAN	unreviewed	Citrate synthase	CS hCG_2016169	Homo sapiens (Human)	466
CS		A0A0C4DGI3	A0A0C4DGI3_HUMAN	unreviewed	Citrate synthase	CS	Homo sapiens (Human)	400
CS		B4DJV2	B4DJV2_HUMAN	unreviewed	Citrate synthase	CS	Homo sapiens (Human)	453
CS		F8VPA1	F8VPA1_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	144
CS		F8VPF9	F8VPF9_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	140
CS		F8VR34	F8VR34_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	146
CS		F8VRI6	F8VRI6_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	140
CS		F8VRP1	F8VRP1_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	117
CS		F8VTT8	F8VTT8_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	149
CS		F8VU34	F8VU34_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	142
CS		F8VVY4	F8VVY4_HUMAN	unreviewed	Citrate synthase, mitochondrial	CS	Homo sapiens (Human)	49
CS		F8VWQ5	F8VWQ5_HUMAN	unreviewed	Citrate synthase, mitochondrial	CS	Homo sapiens (Human)	132
CS		F8VX07	F8VX07_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	114
CS		F8VX68	F8VX68_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	120
CS		F8VZK9	F8VZK9_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	80
CS		F8W0J2	F8W0J2_HUMAN	unreviewed	Citrate synthase, mitochondrial	CS	Homo sapiens (Human)	75
CS		F8W1S4	F8W1S4_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	157
CS		F8W4S1	F8W4S1_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	178
CS		F8W642	F8W642_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	66
CS		H0YH82	H0YH82_HUMAN	unreviewed	Citrate synthase, mitochondrial (Fragment)	CS	Homo sapiens (Human)	190
CS		H0YIC4	H0YIC4_HUMAN	unreviewed	Citrate synthase (Fragment)	CS	Homo sapiens (Human)	123
CS		O75390	CISY_HUMAN	reviewed	Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)	CS	Homo sapiens (Human)	466
CS		Q0QEL2	Q0QEL2_HUMAN	unreviewed	Citrate synthase (Fragment)	CS	Homo sapiens (Human)	224
CYB5A		J3KNC7	J3KNC7_HUMAN	unreviewed	Cytochrome b5	CYB5A	Homo sapiens (Human)	60
CYB5A		P00167	CYB5_HUMAN	reviewed	Cytochrome b5 (Microsomal cytochrome b5 type A) (MCB5)	CYB5A CYB5	Homo sapiens (Human)	134
CYB5R3		A0A024R4X0	A0A024R4X0_HUMAN	unreviewed	NADH-cytochrome b5 reductase (EC 1.6.2.2)	CYB5R3 hCG_41905	Homo sapiens (Human)	291
CYB5R3		B1AHF3	B1AHF3_HUMAN	unreviewed	NADH-cytochrome b5 reductase 3 (Fragment)	CYB5R3	Homo sapiens (Human)	147
CYB5R3		P00387	NB5R3_HUMAN	reviewed	NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form; NADH-cytochrome b5 reductase 3 soluble form]	CYB5R3 DIA1	Homo sapiens (Human)	301
CYC1		P08574	CY1_HUMAN	reviewed	Cytochrome c1, heme protein, mitochondrial (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)	CYC1	Homo sapiens (Human)	325
